0.00E+00	1.00E+00
6.53E-08	9.90E-01
6.58E-07	9.80E-01
2.99E-06	9.70E-01
9.10E-06	9.60E-01
2.19E-05	9.51E-01
4.53E-05	9.41E-01
8.40E-05	9.31E-01
1.44E-04	9.21E-01
2.32E-04	9.11E-01
3.55E-04	9.01E-01
5.23E-04	8.91E-01
7.46E-04	8.81E-01
1.04E-03	8.71E-01
1.40E-03	8.61E-01
1.86E-03	8.52E-01
2.43E-03	8.42E-01
3.12E-03	8.32E-01
3.95E-03	8.22E-01
4.94E-03	8.12E-01
6.10E-03	8.02E-01
7.46E-03	7.92E-01
9.04E-03	7.82E-01
1.09E-02	7.72E-01
1.29E-02	7.62E-01
1.53E-02	7.53E-01
1.80E-02	7.43E-01
2.10E-02	7.33E-01
2.43E-02	7.23E-01
2.81E-02	7.13E-01
3.22E-02	7.03E-01
3.67E-02	6.93E-01
4.16E-02	6.83E-01
4.69E-02	6.73E-01
5.26E-02	6.63E-01
5.88E-02	6.54E-01
6.54E-02	6.44E-01
7.24E-02	6.34E-01
7.98E-02	6.24E-01
8.76E-02	6.14E-01
9.57E-02	6.04E-01
1.04E-01	5.94E-01
1.13E-01	5.84E-01
1.22E-01	5.74E-01
1.31E-01	5.64E-01
1.41E-01	5.55E-01
1.50E-01	5.45E-01
1.60E-01	5.35E-01
1.69E-01	5.25E-01
1.79E-01	5.15E-01
1.89E-01	5.05E-01
1.98E-01	4.95E-01
2.08E-01	4.85E-01
2.17E-01	4.75E-01
2.27E-01	4.65E-01
2.36E-01	4.56E-01
2.45E-01	4.46E-01
2.54E-01	4.36E-01
2.62E-01	4.26E-01
2.70E-01	4.16E-01
2.78E-01	4.06E-01
2.86E-01	3.96E-01
2.94E-01	3.86E-01
3.01E-01	3.76E-01
3.08E-01	3.66E-01
3.14E-01	3.57E-01
3.21E-01	3.47E-01
3.27E-01	3.37E-01
3.33E-01	3.27E-01
3.38E-01	3.17E-01
3.44E-01	3.07E-01
3.49E-01	2.97E-01
3.54E-01	2.87E-01
3.58E-01	2.77E-01
3.63E-01	2.67E-01
3.67E-01	2.58E-01
3.70E-01	2.48E-01
3.74E-01	2.38E-01
3.77E-01	2.28E-01
3.80E-01	2.18E-01
3.83E-01	2.08E-01
3.86E-01	1.98E-01
3.89E-01	1.88E-01
3.91E-01	1.78E-01
3.93E-01	1.68E-01
3.95E-01	1.59E-01
3.97E-01	1.49E-01
3.98E-01	1.39E-01
3.99E-01	1.29E-01
4.01E-01	1.19E-01
4.02E-01	1.09E-01
4.03E-01	9.91E-02
4.03E-01	8.92E-02
4.04E-01	7.93E-02
4.04E-01	6.94E-02
4.05E-01	5.95E-02
4.05E-01	4.96E-02
4.05E-01	3.97E-02
4.06E-01	2.98E-02
4.06E-01	1.99E-02
4.06E-01	1.00E-02
