;****************************************
;Log File Started 15:00:08 Mon Jan 21 2008
Flac3D>pr gp pos
Gridpoint Position ...
   id          X             Y             Z
 ------  ------------- ------------- -------------
    160 ( -1.1903e-002, -1.4576e-018,  1.1903e-002)
    161 ( -2.3806e-002, -1.0000e-002,  2.3806e-002)
    162 ( -2.3806e-002, -2.9153e-018,  2.3806e-002)
    163 ( -3.5709e-002, -1.0000e-002,  3.5709e-002)
    164 ( -3.5709e-002, -4.3729e-018,  3.5709e-002)
    165 ( -6.4418e-003, -1.0000e-002,  1.5552e-002)
    166 ( -6.4418e-003, -7.8887e-019,  1.5552e-002)
    167 ( -1.2884e-002, -1.0000e-002,  3.1104e-002)
    168 ( -1.2884e-002, -1.5777e-018,  3.1104e-002)
    169 ( -1.9326e-002, -1.0000e-002,  4.6656e-002)
    170 ( -1.9326e-002, -2.3666e-018,  4.6656e-002)
    171 ( -2.9038e-001, -1.0000e-002, -3.5560e-017)
    172 ( -2.9038e-001, -3.5560e-017, -3.5560e-017)
    173 ( -2.8717e-001, -1.0000e-002,  1.4024e-001)
    174 ( -2.8717e-001, -3.5167e-017,  1.4024e-001)
    175 ( -5.5425e-001, -1.0000e-002, -6.7874e-017)
    176 ( -5.5425e-001, -6.7874e-017, -6.7874e-017)
    177 ( -5.5173e-001, -1.0000e-002,  2.7324e-001)
    178 ( -5.5173e-001, -6.7565e-017,  2.7324e-001)
    179 ( -8.4451e-001, -1.0000e-002, -1.0342e-016)
    180 ( -8.4451e-001, -1.0342e-016, -1.0342e-016)
    181 ( -8.4275e-001, -1.0000e-002,  4.1954e-001)
    182 ( -8.4275e-001, -1.0320e-016,  4.1954e-001)
    183 ( -1.1638e+000, -1.0000e-002, -1.4252e-016)
    184 ( -1.1638e+000, -1.4252e-016, -1.4252e-016)
    185 ( -1.1629e+000, -1.0000e-002,  5.8047e-001)
    186 ( -1.1629e+000, -1.4241e-016,  5.8047e-001)
    187 ( -1.5150e+000, -1.0000e-002, -1.8553e-016)
    188 ( -1.5150e+000, -1.8553e-016, -1.8553e-016)
    189 ( -1.5150e+000, -1.0000e-002,  7.5750e-001)
    190 ( -1.5150e+000, -1.8553e-016,  7.5750e-001)
    191 ( -2.7801e-001, -1.0000e-002,  2.7801e-001)
    192 ( -2.7801e-001, -3.4046e-017,  2.7801e-001)
    193 ( -5.4455e-001, -1.0000e-002,  5.4455e-001)
    194 ( -5.4455e-001, -6.6686e-017,  5.4455e-001)
    195 ( -8.3774e-001, -1.0000e-002,  8.3774e-001)
    196 ( -8.3774e-001, -1.0259e-016,  8.3774e-001)
    197 ( -1.1602e+000, -1.0000e-002,  1.1602e+000)
    198 ( -1.1602e+000, -1.4208e-016,  1.1602e+000)
    199 ( -1.5150e+000, -1.0000e-002,  1.5150e+000)
    200 ( -1.5150e+000, -1.8553e-016,  1.5150e+000)
    201 ( -1.4024e-001, -1.0000e-002,  2.8717e-001)
    202 ( -1.4024e-001, -1.7173e-017,  2.8717e-001)
    203 ( -2.7324e-001, -1.0000e-002,  5.5173e-001)
    204 ( -2.7324e-001, -3.3461e-017,  5.5173e-001)
    205 ( -4.1954e-001, -1.0000e-002,  8.4275e-001)
    206 ( -4.1954e-001, -5.1377e-017,  8.4275e-001)
    207 ( -5.8047e-001, -1.0000e-002,  1.1629e+000)
    208 ( -5.8047e-001, -7.1085e-017,  1.1629e+000)
    209 ( -7.5750e-001, -1.0000e-002,  1.5150e+000)
    210 ( -7.5750e-001, -9.2764e-017,  1.5150e+000)
    211 ( -1.5552e-002, -1.0000e-002, -6.4418e-003)
    212 ( -1.5552e-002, -1.9045e-018, -6.4418e-003)
    213 ( -3.1104e-002, -1.0000e-002, -1.2884e-002)
    214 ( -3.1104e-002, -3.8090e-018, -1.2884e-002)
    215 ( -4.6656e-002, -1.0000e-002, -1.9326e-002)
    216 ( -4.6656e-002, -5.7135e-018, -1.9326e-002)
    217 ( -1.1903e-002, -1.0000e-002, -1.1903e-002)
    218 ( -1.1903e-002, -1.4576e-018, -1.1903e-002)
    219 ( -2.3806e-002, -1.0000e-002, -2.3806e-002)
    220 ( -2.3806e-002, -2.9153e-018, -2.3806e-002)
    221 ( -3.5709e-002, -1.0000e-002, -3.5709e-002)
    222 ( -3.5709e-002, -4.3729e-018, -3.5709e-002)
    223 ( -6.4418e-003, -1.0000e-002, -1.5552e-002)
    224 ( -6.4418e-003, -7.8887e-019, -1.5552e-002)
    225 ( -1.2884e-002, -1.0000e-002, -3.1104e-002)
    226 ( -1.2884e-002, -1.5777e-018, -3.1104e-002)
    227 ( -1.9326e-002, -1.0000e-002, -4.6656e-002)
    228 ( -1.9326e-002, -2.3666e-018, -4.6656e-002)
    229 ( -2.8717e-001, -1.0000e-002, -1.4024e-001)
    230 ( -2.8717e-001, -3.5167e-017, -1.4024e-001)
    231 ( -5.5173e-001, -1.0000e-002, -2.7324e-001)
    232 ( -5.5173e-001, -6.7565e-017, -2.7324e-001)
    233 ( -8.4275e-001, -1.0000e-002, -4.1954e-001)
    234 ( -8.4275e-001, -1.0320e-016, -4.1954e-001)
    235 ( -1.1629e+000, -1.0000e-002, -5.8047e-001)
    236 ( -1.1629e+000, -1.4241e-016, -5.8047e-001)
    237 ( -1.5150e+000, -1.0000e-002, -7.5750e-001)
    238 ( -1.5150e+000, -1.8553e-016, -7.5750e-001)
    239 ( -2.7801e-001, -1.0000e-002, -2.7801e-001)
    240 ( -2.7801e-001, -3.4046e-017, -2.7801e-001)
    241 ( -5.4455e-001, -1.0000e-002, -5.4455e-001)
    242 ( -5.4455e-001, -6.6686e-017, -5.4455e-001)
    243 ( -8.3774e-001, -1.0000e-002, -8.3774e-001)
    244 ( -8.3774e-001, -1.0259e-016, -8.3774e-001)
    245 ( -1.1602e+000, -1.0000e-002, -1.1602e+000)
    246 ( -1.1602e+000, -1.4208e-016, -1.1602e+000)
