                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  9.691261320324e-05	  6.732268564058e-05	  9.429600235391e-04	  1.826667913207e-03	  9.697912069145e+00	  2.118754748124e-10	 -5.036653890950e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.689150925637e-05	  6.731213366339e-05	  9.429494713878e-04	  1.826667912844e-03	  9.697841149337e+00	  2.119099879432e-10	 -5.035248912594e+00	  0.000000000000e+00	  6.793578045275e-05	
  9.555435647401e-05	  7.083713418148e-05	  9.209194907832e-04	  1.792320941345e-03	  9.695482891877e+00	  2.129714928066e-10	  8.619235100567e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.552724882214e-05	  7.082358034962e-05	  9.209059367330e-04	  1.792320940885e-03	  9.695390342379e+00	  2.130167662012e-10	  8.619127237350e+00	  0.000000000000e+00	  6.767369380127e-05	
  9.407633093270e-05	  7.501217971180e-05	  8.958015283825e-04	  1.753379106096e-03	  9.692879661304e+00	  2.141454724228e-10	 -4.701713582195e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.404239674582e-05	  7.499521260931e-05	  8.957845610145e-04	  1.753379105529e-03	  9.692761762676e+00	  2.142034657093e-10	 -4.715862902789e+00	  0.000000000000e+00	  6.757046054548e-05	
  9.249819477537e-05	  7.993858044705e-05	  8.674551366339e-04	  1.709682770822e-03	  9.690168409115e+00	  2.153650004978e-10	 -4.788820713604e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.245676234951e-05	  7.991786422072e-05	  8.674344200946e-04	  1.709682770143e-03	  9.690021707072e+00	  2.154375750863e-10	 -4.790533710951e+00	  0.000000000000e+00	  6.739347458899e-05	
  9.084626366489e-05	  8.571284513388e-05	  8.357708260837e-04	  1.661153545020e-03	  9.687438700981e+00	  2.165853393245e-10	 -4.810871889686e+00	  0.000000000000e+00	  0.000000000000e+00	
  9.079685385777e-05	  8.568814021108e-05	  8.357461208030e-04	  1.661153544227e-03	  9.687260194695e+00	  2.166741507937e-10	 -4.810787370919e+00	  0.000000000000e+00	  6.711100948652e-05	
  8.915294778665e-05	  9.243637410640e-05	  8.006865658526e-04	  1.607805585115e-03	  9.684804371806e+00	  2.177487248752e-10	 -4.974857108911e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.909526978296e-05	  9.240753507769e-05	  8.006577264268e-04	  1.607805584213e-03	  9.684591578190e+00	  2.178551668803e-10	 -4.969109832685e+00	  0.000000000000e+00	  6.699438049013e-05	
  8.745597660091e-05	  1.002145235142e-04	  7.621922713127e-04	  1.549754242580e-03	  9.682403632480e+00	  2.187840974014e-10	 -5.020323319636e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.738986326405e-05	  1.001814668092e-04	  7.621592141793e-04	  1.549754241577e-03	  9.682154453917e+00	  2.189093353399e-10	 -5.014899932803e+00	  0.000000000000e+00	  6.663246404130e-05	
  8.579757356528e-05	  1.091562950506e-04	  7.203319451500e-04	  1.487221367729e-03	  9.680398761912e+00	  2.196072850059e-10	 -5.069540872616e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.572282743964e-05	  1.091189219389e-04	  7.202945715881e-04	  1.487221366633e-03	  9.680111015982e+00	  2.197524539237e-10	 -5.062570670464e+00	  0.000000000000e+00	  6.649047174915e-05	
  8.422415273024e-05	  1.193738661211e-04	  6.752045533631e-04	  1.420536718636e-03	  9.678977113490e+00	  2.201209136633e-10	 -5.087613748384e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.414032421790e-05	  1.193319518006e-04	  6.751626385805e-04	  1.420536717455e-03	  9.678647766034e+00	  2.202874613663e-10	 -5.092911074028e+00	  0.000000000000e+00	  6.608939421805e-05	
  8.278718211148e-05	  1.309799530861e-04	  6.269661085921e-04	  1.350135115948e-03	  9.678355637655e+00	  2.202130879198e-10	 -4.803473033245e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.269331537184e-05	  1.309330196323e-04	  6.269191746739e-04	  1.350135114684e-03	  9.677979863809e+00	  2.204031935287e-10	 -4.790850669146e+00	  0.000000000000e+00	  6.589443163349e-05	
  8.154438686092e-05	  1.440925302525e-04	  5.758225461493e-04	  1.276549214205e-03	  9.678785903265e+00	  2.197565941563e-10	 -4.929158515289e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.143841677911e-05	  1.440395451017e-04	  5.757695605400e-04	  1.276549212849e-03	  9.678354711966e+00	  2.199742834371e-10	 -4.924207544944e+00	  0.000000000000e+00	  6.545653999713e-05	
  8.056147866252e-05	  1.588634187750e-04	  5.219971265455e-04	  1.200398013465e-03	  9.680560332450e+00	  2.186086138445e-10	 -4.973547689280e+00	  0.000000000000e+00	  0.000000000000e+00	
  8.043885252548e-05	  1.588021055602e-04	  5.219358128829e-04	  1.200398011985e-03	  9.680054966667e+00	  2.188624181681e-10	 -4.965405669522e+00	  0.000000000000e+00	  6.518720312190e-05	
  7.992446490517e-05	  1.754457703475e-04	  4.657675835821e-04	  1.122371492769e-03	  9.684055436167e+00	  2.165936212516e-10	 -5.031829851260e+00	  0.000000000000e+00	  0.000000000000e+00	
  7.977772102442e-05	  1.753723982069e-04	  4.656942110123e-04	  1.122371491110e-03	  9.683445912858e+00	  2.168969174081e-10	 -5.032853047924e+00	  0.000000000000e+00	  6.468738978582e-05	
  7.976654898204e-05	  1.937606079841e-04	  4.077171786126e-04	  1.043211989293e-03	  9.689818936074e+00	  2.134684849479e-10	 -4.834340843465e+00	  0.000000000000e+00	  0.000000000000e+00	
  7.958606767555e-05	  1.936703670513e-04	  4.076269372912e-04	  1.043211987398e-03	  9.689068593543e+00	  2.138364727239e-10	 -4.823768195973e+00	  0.000000000000e+00	  6.427868003924e-05	
