                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	               CO3-2	
  1.541612220499e-04	  1.546438195301e-04	  9.407886427322e-04	  1.882542273088e-03	  9.842365446556e+00	  1.521873138624e-10	  8.137278091165e+00	  1.029075616707e-05	  3.611987256613e-05	
  1.535511635519e-04	  1.542958549533e-04	  9.275794574165e-04	  1.856648095185e-03	  9.842603980978e+00	  1.520579707079e-10	  8.438135877008e+00	  0.000000000000e+00	  3.601960899521e-05	
  1.537043796953e-04	  1.544490710981e-04	  9.275794584952e-04	  1.856648097345e-03	  9.842907810466e+00	  1.519520597077e-10	  8.440451650996e+00	  1.171738223118e-04	  3.607014046660e-05	
  1.531557466106e-04	  1.541457128888e-04	  9.123442779135e-04	  1.826668290841e-03	  9.843500932381e+00	  1.516917994651e-10	 -4.788386941032e+00	  0.000000000000e+00	  3.600632729968e-05	
  1.531985780782e-04	  1.541885443567e-04	  9.123442782107e-04	  1.826668291436e-03	  9.843586143412e+00	  1.516621611983e-10	 -4.828355357768e+00	  1.180808672922e-04	  3.602048882154e-05	
  1.525997063117e-04	  1.538132879167e-04	  8.949471790603e-04	  1.792321328780e-03	  9.844331558198e+00	  1.513411159014e-10	 -4.862017604030e+00	  0.000000000000e+00	  3.595756052956e-05	
  1.526412538416e-04	  1.538548354470e-04	  8.949471793437e-04	  1.792321329348e-03	  9.844414549091e+00	  1.513123177174e-10	 -4.880178029628e+00	  1.183252521248e-04	  3.597133659042e-05	
  1.519885423017e-04	  1.534013958663e-04	  8.752769921941e-04	  1.753379504100e-03	  9.845322362957e+00	  1.509267161948e-10	 -5.136623464643e+00	  0.000000000000e+00	  3.590919829690e-05	
  1.520294249583e-04	  1.534422785234e-04	  8.752769924675e-04	  1.753379504648e-03	  9.845404389463e+00	  1.508983319724e-10	 -5.137950582163e+00	  1.185604143764e-04	  3.592279852103e-05	
  1.513201135648e-04	  1.529064119922e-04	  8.532553824992e-04	  1.709683179763e-03	  9.846483693392e+00	  1.504449330816e-10	 -4.961768901397e+00	  0.000000000000e+00	  3.586141443562e-05	
  1.513602755210e-04	  1.529465739489e-04	  8.532553827617e-04	  1.709683180289e-03	  9.846564667654e+00	  1.504170040083e-10	 -4.971546195328e+00	  1.187901124013e-04	  3.587482523847e-05	
  1.505922551613e-04	  1.523251654684e-04	  8.288441604370e-04	  1.661153964964e-03	  9.847822403993e+00	  1.498935150889e-10	 -4.885451798134e+00	  0.000000000000e+00	  3.581410453733e-05	
  1.506316351155e-04	  1.523645454232e-04	  8.288441606878e-04	  1.661153965467e-03	  9.847902225621e+00	  1.498660862979e-10	 -4.926103902482e+00	  1.190141777201e-04	  3.582731028375e-05	
  1.498037083177e-04	  1.516556252271e-04	  8.020511763199e-04	  1.607806015774e-03	  9.849343006796e+00	  1.492712438922e-10	 -5.225660271923e+00	  0.000000000000e+00	  3.576714508940e-05	
  1.498422435975e-04	  1.516941605074e-04	  8.020511765582e-04	  1.607806016252e-03	  9.849421570109e+00	  1.492443616171e-10	 -5.223296117716e+00	  1.192323385092e-04	  3.578012928878e-05	
  1.489542447647e-04	  1.508970782308e-04	  7.729345904327e-04	  1.549754683251e-03	  9.851047290064e+00	  1.485780742143e-10	 -5.122611288822e+00	  0.000000000000e+00	  3.572039122261e-05	
  1.489918711020e-04	  1.509347045687e-04	  7.729345906578e-04	  1.549754683702e-03	  9.851124482582e+00	  1.485517859458e-10	 -5.118328705812e+00	  1.194442712669e-04	  3.573313627276e-05	
  1.480447408555e-04	  1.500503061614e-04	  7.416054223748e-04	  1.487221817261e-03	  9.852933928686e+00	  1.478152641820e-10	 -4.966458025078e+00	  0.000000000000e+00	  3.567366541981e-05	
  1.480813919953e-04	  1.500869573018e-04	  7.416054225860e-04	  1.487221817684e-03	  9.853009629219e+00	  1.477896189341e-10	 -4.993116124002e+00	  1.196496650330e-04	  3.568615228033e-05	
  1.470772409721e-04	  1.491177003825e-04	  7.082282039838e-04	  1.420537175443e-03	  9.854998191607e+00	  1.469854585890e-10	 -4.942607659104e+00	  0.000000000000e+00	  3.562675281876e-05	
  1.471128482096e-04	  1.491533076206e-04	  7.082282041805e-04	  1.420537175838e-03	  9.855072268123e+00	  1.469605072174e-10	 -4.942876553200e+00	  1.198482665777e-04	  3.563896064964e-05	
  1.460549993257e-04	  1.481033164508e-04	  6.730195440227e-04	  1.350135578001e-03	  9.857231752723e+00	  1.460927228223e-10	  8.453704408146e+00	  0.000000000000e+00	  3.557940162409e-05	
  1.460894910560e-04	  1.481378081817e-04	  6.730195442046e-04	  1.350135578366e-03	  9.857304060200e+00	  1.460685183399e-10	  8.449981586356e+00	  1.200397209308e-04	  3.559130742301e-05	
  1.449824856721e-04	  1.470128775437e-04	  6.362445161278e-04	  1.276549679026e-03	  9.859622600814e+00	  1.451425299465e-10	 -5.084721604819e+00	  0.000000000000e+00	  3.553132552423e-05	
  1.450157870577e-04	  1.470461789299e-04	  6.362445162947e-04	  1.276549679361e-03	  9.859692979316e+00	  1.451191277627e-10	 -5.081176682757e+00	  1.202236588392e-04	  3.554290380528e-05	
  1.438653506925e-04	  1.458537259824e-04	  5.982109284727e-04	  1.200398478110e-03	  9.862155059535e+00	  1.441416993124e-10	  8.450351087746e+00	  0.000000000000e+00	  3.548220804902e-05	
  1.438973835600e-04	  1.458857588504e-04	  5.982109286244e-04	  1.200398478414e-03	  9.862223332810e+00	  1.441191573170e-10	  8.453218634387e+00	  1.203998028045e-04	  3.549343061126e-05	
  1.427103516351e-04	  1.446347196866e-04	  5.592616696262e-04	  1.122371953686e-03	  9.864809932424e+00	  1.430982849412e-10	 -5.003979772058e+00	  0.000000000000e+00	  3.543170995694e-05	
  1.427410347032e-04	  1.446654027552e-04	  5.592616697628e-04	  1.122371953960e-03	  9.864875907314e+00	  1.430766633584e-10	 -5.016419205845e+00	  1.205677334925e-04	  3.544254579124e-05	
  1.415252395290e-04	  1.433660740496e-04	  5.197654433332e-04	  1.043212441917e-03	  9.867564782337e+00	  1.420214148896e-10	 -4.693987597198e+00	  0.000000000000e+00	  3.537948036281e-05	
  1.415544890517e-04	  1.433953235728e-04	  5.197654434549e-04	  1.043212442161e-03	  9.867628249265e+00	  1.420007758423e-10	 -4.600044098481e+00	  1.207271109706e-04	  3.538989574253e-05	
  1.403186102117e-04	  1.420591532399e-04	  4.801063062210e-04	  9.636935926593e-04	  9.870394348125e+00	  1.409210857287e-10	 -4.576563075619e+00	  0.000000000000e+00	  3.532517188535e-05	
  1.403463410884e-04	  1.420868841170e-04	  4.801063063282e-04	  9.636935928745e-04	  9.870455082887e+00	  1.409014924715e-10	 -4.359850403520e+00	  1.208776107390e-04	  3.533513067733e-05	
  1.390997230450e-04	  1.407262174083e-04	  4.406724996485e-04	  8.845978901419e-04	  9.873271094839e+00	  1.398079187131e-10	 -5.035911881762e+00	  0.000000000000e+00	  3.526845978969e-05	
  1.391258504081e-04	  1.407523447718e-04	  4.406724997418e-04	  8.845978903291e-04	  9.873328861839e+00	  1.397894345226e-10	 -5.020753857364e+00	  1.210187942889e-04	  3.527792400826e-05	
  1.378782928423e-04	  1.393801343770e-04	  4.018451122913e-04	  8.066938176653e-04	  9.876165886218e+00	  1.386928864239e-10	 -5.045711129317e+00	  0.000000000000e+00	  3.520906471520e-05	
  1.379027340959e-04	  1.394045756309e-04	  4.018451123713e-04	  8.066938178260e-04	  9.876220443190e+00	  1.386755731608e-10	 -5.051132869381e+00	  1.211504366558e-04	  3.521799532649e-05	
  1.366642619082e-04	  1.380340662226e-04	  3.639871194438e-04	  7.307137652935e-04	  9.879048759781e+00	  1.375870205567e-10	 -4.737389022282e+00	  0.000000000000e+00	  3.514677806728e-05	
  1.366869391514e-04	  1.380567434661e-04	  3.639871195115e-04	  7.307137654294e-04	  9.879099863955e+00	  1.375709369400e-10	 -4.790063442972e+00	  1.212721601533e-04	  3.515513603241e-05	
  1.354675601426e-04	  1.367011425482e-04	  3.274333178725e-04	  6.573337258999e-04	  9.881889776004e+00	  1.365011129905e-10	  8.370812364528e+00	  0.000000000000e+00	  3.508148854976e-05	
  1.354884028867e-04	  1.367219852925e-04	  3.274333179288e-04	  6.573337260129e-04	  9.881937191560e+00	  1.364863126459e-10	  8.367339564926e+00	  1.213837748105e-04	  3.508923607902e-05	
  1.342978618189e-04	  1.353941330067e-04	  2.924816139043e-04	  5.871557028351e-04	  9.884659904865e+00	  1.354454230839e-10	  8.380682966406e+00	  0.000000000000e+00	  3.501320770764e-05	
  1.343168098911e-04	  1.354130810791e-04	  2.924816139503e-04	  5.871557029275e-04	  9.884703411443e+00	  1.354319524372e-10	  8.385071168754e+00	  1.214850594038e-04	  3.502030968316e-05	
  1.331643478781e-04	  1.341251316720e-04	  2.593860326393e-04	  5.206935725086e-04	  9.887331906389e+00	  1.344294042078e-10	 -4.977502723257e+00	  0.000000000000e+00	  3.494209183482e-05	
  1.331813544049e-04	  1.341421381990e-04	  2.593860326761e-04	  5.206935725826e-04	  9.887371308379e+00	  1.344173002991e-10	 -4.973641848738e+00	  1.215759071637e-04	  3.494851734869e-05	
  1.320754822588e-04	  1.329052652802e-04	  2.283517050810e-04	  4.583629224746e-04	  9.889881157736e+00	  1.334614618169e-10	  8.305660472792e+00	  0.000000000000e+00	  3.486845725795e-05	
  1.320905166237e-04	  1.329202996452e-04	  2.283517051098e-04	  4.583629225325e-04	  9.889916293989e+00	  1.334507501111e-10	  8.294615942286e+00	  1.216562893863e-04	  3.487418120433e-05	
  1.310388101094e-04	  1.317444360093e-04	  1.995319670544e-04	  4.004751384025e-04	  9.892286379008e+00	  1.325487537837e-10	 -5.108816232530e+00	  0.000000000000e+00	  3.479278601780e-05	
  1.310518607769e-04	  1.317574866768e-04	  1.995319670764e-04	  4.004751384466e-04	  9.892317132582e+00	  1.325394460591e-10	 -5.113204815602e+00	  1.217262512051e-04	  3.479779066881e-05	
  1.300607850459e-04	  1.306511071626e-04	  1.730275792794e-04	  3.472357610764e-04	  9.894530214599e+00	  1.316970412042e-10	 -4.998983621063e+00	  0.000000000000e+00	  3.471571953489e-05	
  1.300718621251e-04	  1.306621842419e-04	  1.730275792957e-04	  3.472357611091e-04	  9.894556522048e+00	  1.316891336160e-10	 -5.024660290659e+00	  1.217859774626e-04	  3.471999601817e-05	
  1.291466309461e-04	  1.296321386340e-04	  1.488879585919e-04	  2.987468961792e-04	  9.896599634204e+00	  1.309105953310e-10	 -5.002495457598e+00	  0.000000000000e+00	  3.463803859672e-05	
  1.291557683195e-04	  1.296412760074e-04	  1.488879586035e-04	  2.987468962025e-04	  9.896621493778e+00	  1.309040667859e-10	 -5.009633394389e+00	  1.218357182363e-04	  3.464158817246e-05	
  1.283002392787e-04	  1.286926813096e-04	  1.271141995617e-04	  2.550132516751e-04	  9.898486122260e+00	  1.301921653506e-10	 -4.903359212099e+00	  0.000000000000e+00	  3.456062810501e-05	
  1.283074960535e-04	  1.286999380844e-04	  1.271141995696e-04	  2.550132516910e-04	  9.898503600215e+00	  1.301869763747e-10	 -4.893651266111e+00	  1.218758789479e-04	  3.456346311607e-05	
  1.275241096913e-04	  1.278361269324e-04	  1.076636028399e-04	  2.159512130551e-04	  9.900185657597e+00	  1.295430031112e-10	 -4.993702393217e+00	  0.000000000000e+00	  3.448442986791e-05	
  1.275295706540e-04	  1.278415878951e-04	  1.076636028450e-04	  2.159512130653e-04	  9.900198891623e+00	  1.295390954537e-10	 -4.967600469699e+00	  1.219069428613e-04	  3.448657421078e-05	
  1.268193145657e-04	  1.270639963250e-04	  9.045545679599e-05	  1.814002539466e-04	  9.901698434760e+00	  1.289629576402e-10	 -4.920009593522e+00	  0.000000000000e+00	  3.441037868980e-05	
  1.268231518407e-04	  1.270678336000e-04	  9.045545679899e-05	  1.814002539526e-04	  9.901707785930e+00	  1.289602100831e-10	 -4.897769561164e+00	  1.219295162601e-04	  3.441189232367e-05	
  1.261848697067e-04	  1.263753004019e-04	  7.537754017760e-05	  1.511359220790e-04	  9.903026839434e+00	  1.284510745974e-10	 -4.785608348788e+00	  0.000000000000e+00	  3.433908107299e-05	
  1.261880816884e-04	  1.263785123836e-04	  7.537754017970e-05	  1.511359220832e-04	  9.903034705967e+00	  1.284487734475e-10	 -4.694944590929e+00	  1.219462594524e-04	  3.434035313643e-05	
  1.256210657854e-04	  1.257682072676e-04	  6.229468531167e-05	  1.248836369932e-04	  9.904182795015e+00	  1.280034515473e-10	 -5.084380374208e+00	  0.000000000000e+00	  3.427205181507e-05	
  1.256236861778e-04	  1.257708276600e-04	  6.229468531309e-05	  1.248836369960e-04	  9.904189241042e+00	  1.280015733010e-10	 -5.078255717366e+00	  1.219599475465e-04	  3.427309321282e-05	
  1.251258563617e-04	  1.252387327519e-04	  5.105342090208e-05	  1.023325806630e-04	  9.905178130343e+00	  1.276160743990e-10	  8.454829200399e+00	  0.000000000000e+00	  3.421018802733e-05	
  1.251279379105e-04	  1.252408143007e-04	  5.105342090301e-05	  1.023325806649e-04	  9.905183270595e+00	  1.276145817645e-10	  8.451253850631e+00	  1.219708574210e-04	  3.421101776915e-05	
  1.246959956700e-04	  1.247819554650e-04	  4.148856928336e-05	  8.314904653857e-05	  9.906026239516e+00	  1.272843293439e-10	 -5.072325827850e+00	  0.000000000000e+00	  3.415411642814e-05	
  1.246976045517e-04	  1.247835643467e-04	  4.148856928394e-05	  8.314904653974e-05	  9.906030225760e+00	  1.272831752536e-10	 -5.070455783624e+00	  1.219793271205e-04	  3.415475940445e-05	
  1.243272543203e-04	  1.243922326302e-04	  3.342938929285e-05	  6.698872555271e-05	  9.906741432027e+00	  1.270032048864e-10	 -5.029656198715e+00	  0.000000000000e+00	  3.410418496106e-05	
  1.243284637780e-04	  1.243934420879e-04	  3.342938929320e-05	  6.698872555342e-05	  9.906744437130e+00	  1.270023370727e-10	 -5.019105596509e+00	  1.219857274402e-04	  3.410466935946e-05	
  1.240146688972e-04	  1.240634199446e-04	  2.670502172083e-05	  5.350753754473e-05	  9.907338359946e+00	  1.267674804663e-10	 -5.086153998897e+00	  0.000000000000e+00	  3.406047888610e-05	
  1.240155530448e-04	  1.240643040922e-04	  2.670502172104e-05	  5.350753754515e-05	  9.907340562002e+00	  1.267668459309e-10	 -5.096417005279e+00	  1.219904335175e-04	  3.406083363694e-05	
  1.237527985618e-04	  1.237890982820e-04	  2.114907950403e-05	  4.237075184720e-05	  9.907831521079e+00	  1.265719009228e-10	  7.344901535602e+00	  0.000000000000e+00	  3.402285362935e-05	
  1.237534271775e-04	  1.237897268977e-04	  2.114907950415e-05	  4.237075184743e-05	  9.907833089817e+00	  1.265714497002e-10	 -4.072716752697e+00	  1.219938002185e-04	  3.402310623014e-05	
  1.235359720836e-04	  1.235627939285e-04	  1.660331646175e-05	  3.326027116435e-05	  9.908234852111e+00	  1.264113299526e-10	 -5.262024943414e+00	  0.000000000000e+00	  3.399097904679e-05	
  1.235364069290e-04	  1.235632287739e-04	  1.660331646181e-05	  3.326027116448e-05	  9.908235939061e+00	  1.264110177777e-10	 -5.263582218385e+00	  1.219961440018e-04	  3.399115399815e-05	
  1.233585119130e-04	  1.233781773366e-04	  1.292037183714e-05	  2.588007001864e-05	  9.908561420142e+00	  1.262808764698e-10	 -5.089426949123e+00	  0.000000000000e+00	  3.396438955164e-05	
  1.233588047444e-04	  1.233784701680e-04	  1.292037183717e-05	  2.588007001871e-05	  9.908562153085e+00	  1.262806662251e-10	 -5.085647909334e+00	  1.219977324580e-04	  3.396450748381e-05	
  1.232149239159e-04	  1.232292296881e-04	  9.965634588855e-06	  1.995987698818e-05	  9.908823209862e+00	  1.261759909910e-10	 -5.063210674424e+00	  0.000000000000e+00	  3.394253427516e-05	
  1.232151160180e-04	  1.232294217902e-04	  9.965634588872e-06	  1.995987698821e-05	  9.908823691200e+00	  1.261758530564e-10	 -5.072825554360e+00	  1.219987811000e-04	  3.394261170236e-05	
  1.231000458342e-04	  1.231103705351e-04	  7.618309471462e-06	  1.525726522980e-05	  9.909030997530e+00	  1.260925316405e-10	 -5.032251287897e+00	  0.000000000000e+00	  3.392482256752e-05	
  1.231001686929e-04	  1.231104933938e-04	  7.618309471470e-06	  1.525726522982e-05	  9.909031305632e+00	  1.260924434194e-10	 -5.044794540195e+00	  1.219994558906e-04	  3.392487211744e-05	
  1.230091522137e-04	  1.230165443069e-04	  5.771792854197e-06	  1.155836727313e-05	  9.909194299124e+00	  1.260268015928e-10	 -4.673737543555e+00	  0.000000000000e+00	  3.391066176002e-05	
  1.230092288743e-04	  1.230166209675e-04	  5.771792854201e-06	  1.155836727314e-05	  9.909194491502e+00	  1.260267465427e-10	 -4.669721944797e+00	  1.219998794564e-04	  3.391069269334e-05	
  1.229380176985e-04	  1.229432675556e-04	  4.333480613434e-06	  8.677458708835e-06	  9.909321378239e+00	  1.259755614851e-10	 -5.080769383016e+00	  0.000000000000e+00	  3.389948577996e-05	
  1.229380644025e-04	  1.229433142596e-04	  4.333480613436e-06	  8.677458708839e-06	  9.909321495503e+00	  1.259755279458e-10	 -5.070351568018e+00	  1.220001389936e-04	  3.389950463279e-05	
  1.228829436948e-04	  1.228866418457e-04	  3.224134654462e-06	  6.455663682801e-06	  9.909419299241e+00	  1.259360213499e-10	 -4.977341810813e+00	  0.000000000000e+00	  3.389077462446e-05	
