                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	               CO3-2	
  1.228829714949e-04	  1.228866696458e-04	  3.224134654463e-06	  6.455663682803e-06	  9.909419369069e+00	  1.259360013854e-10	 -4.945304776874e+00	  1.220002943429e-04	  3.389078584979e-05	
  1.228407552391e-04	  1.228433389655e-04	  2.376930425268e-06	  4.759026610759e-06	  9.909494012255e+00	  1.259058170085e-10	 -4.851149297826e+00	  0.000000000000e+00	  3.388406568106e-05	
  1.228407714166e-04	  1.228433551430e-04	  2.376930425268e-06	  4.759026610760e-06	  9.909494052902e+00	  1.259058053905e-10	 -4.838515708946e+00	  1.220003852367e-04	  3.388407221482e-05	
  1.228087755399e-04	  1.228105657392e-04	  1.736297231386e-06	  3.476173349276e-06	  9.909550458247e+00	  1.258829757231e-10	 -4.958453912960e+00	  0.000000000000e+00	  3.387895841322e-05	
  1.228087847482e-04	  1.228105749475e-04	  1.736297231386e-06	  3.476173349276e-06	  9.909550481389e+00	  1.258829691100e-10	 -4.929943779022e+00	  1.220004372495e-04	  3.387896213293e-05	
  1.227847853778e-04	  1.227860154144e-04	  1.256648346075e-06	  2.515755390118e-06	  9.909592684411e+00	  1.258658754026e-10	 -4.892634289488e+00	  0.000000000000e+00	  3.387511408798e-05	
  1.227847905068e-04	  1.227860205434e-04	  1.256648346075e-06	  2.515755390118e-06	  9.909592697303e+00	  1.258658717191e-10	 -4.881275287948e+00	  1.220004663715e-04	  3.387511616010e-05	
  1.227669736614e-04	  1.227678117033e-04	  9.010807890274e-07	  1.803836389678e-06	  9.909623962136e+00	  1.258532009566e-10	 -5.028855443368e+00	  0.000000000000e+00	  3.387225212372e-05	
  1.227669764581e-04	  1.227678145000e-04	  9.010807890274e-07	  1.803836389678e-06	  9.909623969167e+00	  1.258531989481e-10	 -5.035655112685e+00	  1.220004823354e-04	  3.387225325369e-05	
  1.227538842586e-04	  1.227544503862e-04	  6.401069012636e-07	  1.281344862167e-06	  9.909646901724e+00	  1.258439006010e-10	 -4.968283259728e+00	  0.000000000000e+00	  3.387014440026e-05	
  1.227538857517e-04	  1.227544518793e-04	  6.401069012636e-07	  1.281344862167e-06	  9.909646905478e+00	  1.258438995286e-10	 -4.973724969050e+00	  1.220004909020e-04	  3.387014500359e-05	
  1.227443629672e-04	  1.227447421373e-04	  4.504628060377e-07	  9.016828130808e-07	  9.909663559760e+00	  1.258371441690e-10	 -5.016748741763e+00	  0.000000000000e+00	  3.386860857709e-05	
  1.227443637480e-04	  1.227447429181e-04	  4.504628060377e-07	  9.016828130808e-07	  9.909663561723e+00	  1.258371436083e-10	 -5.019221591324e+00	  1.220004954060e-04	  3.386860889258e-05	
  1.227375073269e-04	  1.227377590922e-04	  3.140234710405e-07	  6.285493742909e-07	  9.909675536527e+00	  1.258322847856e-10	 -5.064608168332e+00	  0.000000000000e+00	  3.386750118187e-05	
  1.227375077268e-04	  1.227377594921e-04	  3.140234710405e-07	  6.285493742909e-07	  9.909675537533e+00	  1.258322844984e-10	 -5.037937524650e+00	  1.220004977259e-04	  3.386750134348e-05	
  1.227326209711e-04	  1.227327866893e-04	  2.168409689960e-07	  4.340123057583e-07	  9.909684062074e+00	  1.258288246993e-10	 -4.977649225144e+00	  0.000000000000e+00	  3.386671097782e-05	
  1.227326211718e-04	  1.227327868900e-04	  2.168409689960e-07	  4.340123057583e-07	  9.909684062579e+00	  1.258288245551e-10	 -5.006207228303e+00	  1.220004988959e-04	  3.386671105893e-05	
  1.227291734151e-04	  1.227292815407e-04	  1.483119453912e-07	  2.968390946719e-07	  9.909690070496e+00	  1.258263856030e-10	 -5.008360388517e+00	  0.000000000000e+00	  3.386615291827e-05	
  1.227291735138e-04	  1.227292816394e-04	  1.483119453912e-07	  2.968390946719e-07	  9.909690070744e+00	  1.258263855321e-10	 -5.009809178231e+00	  1.220004994744e-04	  3.386615295816e-05	
  1.227267655771e-04	  1.227268355038e-04	  1.004722582896e-07	  2.010833375741e-07	  9.909694262699e+00	  1.258246834461e-10	 -4.840430546833e+00	  0.000000000000e+00	  3.386576284478e-05	
  1.227267656247e-04	  1.227268355514e-04	  1.004722582896e-07	  2.010833375741e-07	  9.909694262819e+00	  1.258246834120e-10	 -4.819139566164e+00	  1.220004997545e-04	  3.386576286401e-05	
  1.227251008990e-04	  1.227251457204e-04	  6.741107991665e-08	  1.349107806395e-07	  9.909697158414e+00	  1.258235074934e-10	 -4.912870458477e+00	  0.000000000000e+00	  3.386549297822e-05	
  1.227251009214e-04	  1.227251457428e-04	  6.741107991665e-08	  1.349107806395e-07	  9.909697158470e+00	  1.258235074773e-10	 -4.931034612522e+00	  1.220004998882e-04	  3.386549298727e-05	
  1.227239616587e-04	  1.227239901313e-04	  4.479314275745e-08	  8.964221602067e-08	  9.909699138517e+00	  1.258227032463e-10	 -4.857186743276e+00	  0.000000000000e+00	  3.386530818128e-05	
  1.227239616691e-04	  1.227239901417e-04	  4.479314275745e-08	  8.964221602067e-08	  9.909699138543e+00	  1.258227032388e-10	 -4.861719420328e+00	  1.220004999497e-04	  3.386530818547e-05	
  1.227231899111e-04	  1.227232078353e-04	  2.947590906822e-08	  5.898665692690e-08	  9.909700478889e+00	  1.258221587594e-10	 -4.882103085420e+00	  0.000000000000e+00	  3.386518292929e-05	
  1.227231899159e-04	  1.227232078401e-04	  2.947590906822e-08	  5.898665692690e-08	  9.909700478901e+00	  1.258221587559e-10	 -4.891949200923e+00	  1.220004999772e-04	  3.386518293122e-05	
  1.227226724218e-04	  1.227226836033e-04	  1.920785993084e-08	  3.843707648933e-08	  9.909701377053e+00	  1.258217938608e-10	 -4.811133282932e+00	  0.000000000000e+00	  3.386509890287e-05	
  1.227226724239e-04	  1.227226836054e-04	  1.920785993084e-08	  3.843707648933e-08	  9.909701377059e+00	  1.258217938593e-10	 -4.817415976239e+00	  1.220004999905e-04	  3.386509890371e-05	
  1.227223289560e-04	  1.227223358675e-04	  1.239447500555e-08	  2.480176900980e-08	  9.909701972803e+00	  1.258215517971e-10	 -5.066433345684e+00	  0.000000000000e+00	  3.386504310931e-05	
  1.227223289570e-04	  1.227223358685e-04	  1.239447500555e-08	  2.480176900980e-08	  9.909701972806e+00	  1.258215517964e-10	 -5.069587588385e+00	  1.220004999958e-04	  3.386504310970e-05	
  1.227221033191e-04	  1.227221075519e-04	  7.919485847192e-09	  1.584643494090e-08	  9.909702363947e+00	  1.258213928518e-10	 -4.929974060885e+00	  0.000000000000e+00	  3.386500644192e-05	
  1.227221033195e-04	  1.227221075523e-04	  7.919485847192e-09	  1.584643494090e-08	  9.909702363949e+00	  1.258213928515e-10	 -4.890993606811e+00	  1.220004999983e-04	  3.386500644208e-05	
  1.227219566057e-04	  1.227219591741e-04	  5.010367650310e-09	  1.002487053684e-08	  9.909702618139e+00	  1.258212895486e-10	 -5.062383198272e+00	  0.000000000000e+00	  3.386498259155e-05	
  1.227219566058e-04	  1.227219591742e-04	  5.010367650310e-09	  1.002487053684e-08	  9.909702618139e+00	  1.258212895485e-10	 -5.057713937455e+00	  1.220004999994e-04	  3.386498259160e-05	
  1.227218621891e-04	  1.227218637329e-04	  3.138578796822e-09	  6.279244474204e-09	  9.909702781638e+00	  1.258212230967e-10	 -4.869651488115e+00	  0.000000000000e+00	  3.386496723762e-05	
  1.227218621892e-04	  1.227218637330e-04	  3.138578796822e-09	  6.279244474204e-09	  9.909702781639e+00	  1.258212230966e-10	 -4.908515600637e+00	  1.220004999995e-04	  3.386496723767e-05	
  1.227218020533e-04	  1.227218029726e-04	  1.946612987678e-09	  3.894064155927e-09	  9.909702885725e+00	  1.258211807885e-10	 -4.658305556511e+00	  0.000000000000e+00	  3.386495745541e-05	
  1.227218020534e-04	  1.227218029727e-04	  1.946612987678e-09	  3.894064155927e-09	  9.909702885725e+00	  1.258211807885e-10	 -4.695184345784e+00	  1.220005000000e-04	  3.386495745543e-05	
  1.227217641472e-04	  1.227217646895e-04	  1.195393100300e-09	  2.390870473120e-09	  9.909702951306e+00	  1.258211541297e-10	 -4.937410668509e+00	  0.000000000000e+00	  3.386495128750e-05	
  1.227217641472e-04	  1.227217646895e-04	  1.195393100300e-09	  2.390870473120e-09	  9.909702951306e+00	  1.258211541298e-10	 -4.916478575380e+00	  1.220004999995e-04	  3.386495128750e-05	
  1.227217405010e-04	  1.227217408179e-04	  7.268483041510e-10	  1.453330103950e-09	  9.909702992199e+00	  1.258211375055e-10	 -4.778656599459e+00	  0.000000000000e+00	  3.386494743887e-05	
  1.227217405010e-04	  1.227217408179e-04	  7.268483041510e-10	  1.453330103950e-09	  9.909702992199e+00	  1.258211375055e-10	 -4.741066613378e+00	  1.220004999999e-04	  3.386494743885e-05	
  1.227217259037e-04	  1.227217260870e-04	  4.376472396974e-10	  8.746610660541e-10	  9.909703017433e+00	  1.258211272466e-10	 -4.944257702548e+00	  0.000000000000e+00	  3.386494506237e-05	
  1.227217259037e-04	  1.227217260870e-04	  4.376472396974e-10	  8.746610660541e-10	  9.909703017433e+00	  1.258211272466e-10	 -4.937600996656e+00	  1.220005000001e-04	  3.386494506238e-05	
  1.227217169865e-04	  1.227217170915e-04	  2.610040591313e-10	  5.212182106809e-10	  9.909703032842e+00	  1.258211209815e-10	 -4.989975333881e+00	  0.000000000000e+00	  3.386494361029e-05	
  1.227217169865e-04	  1.227217170915e-04	  2.610040591313e-10	  5.212182106809e-10	  9.909703032842e+00	  1.258211209815e-10	 -4.974072792938e+00	  1.220004999997e-04	  3.386494361029e-05	
  1.227217115962e-04	  1.227217116557e-04	  1.542399937600e-10	  3.075992263190e-10	  9.909703042153e+00	  1.258211171955e-10	 -4.928420494846e+00	  0.000000000000e+00	  3.386494273232e-05	
  1.227217115962e-04	  1.227217116557e-04	  1.542399937600e-10	  3.075992263190e-10	  9.909703042153e+00	  1.258211171955e-10	 -4.941236662144e+00	  1.220005000003e-04	  3.386494273232e-05	
  1.227217083721e-04	  1.227217084055e-04	  9.038908629738e-11	  1.798451874341e-10	  9.909703047720e+00	  1.258211149315e-10	 -4.739145216114e+00	  0.000000000000e+00	  3.386494220709e-05	
  1.227217083721e-04	  1.227217084055e-04	  9.038908629738e-11	  1.798451874341e-10	  9.909703047720e+00	  1.258211149315e-10	 -4.677220447064e+00	  1.220004999992e-04	  3.386494220707e-05	
  1.227217064641e-04	  1.227217064825e-04	  5.260538293592e-11	  1.042480602247e-10	  9.909703051014e+00	  1.258211135922e-10	 -4.908586048166e+00	  0.000000000000e+00	  3.386494189616e-05	
  1.227217064641e-04	  1.227217064825e-04	  5.260538293592e-11	  1.042480602247e-10	  9.909703051014e+00	  1.258211135922e-10	 -4.902766189206e+00	  1.220005000001e-04	  3.386494189616e-05	
  1.227217053467e-04	  1.227217053569e-04	  3.048380310242e-11	  5.998815608314e-11	  9.909703052943e+00	  1.258211128078e-10	 -4.906300209411e+00	  0.000000000000e+00	  3.386494171409e-05	
  1.227217053467e-04	  1.227217053569e-04	  3.048380310242e-11	  5.998815608314e-11	  9.909703052943e+00	  1.258211128078e-10	 -4.863832933922e+00	  1.220004999999e-04	  3.386494171407e-05	
  1.227217046995e-04	  1.227217047050e-04	  1.767059346610e-11	  3.435239828202e-11	  9.909703054059e+00	  1.258211123537e-10	 -4.962692326741e+00	  0.000000000000e+00	  3.386494160858e-05	
  1.227217046995e-04	  1.227217047050e-04	  1.767059346610e-11	  3.435239828202e-11	  9.909703054059e+00	  1.258211123538e-10	 -4.978293210335e+00	  1.220004999998e-04	  3.386494160857e-05	
  1.227217043288e-04	  1.227217043317e-04	  1.033230252175e-11	  1.967066319085e-11	  9.909703054698e+00	  1.258211120937e-10	 -4.838110513332e+00	  0.000000000000e+00	  3.386494154814e-05	
  1.227217043288e-04	  1.227217043317e-04	  1.033230252175e-11	  1.967066319085e-11	  9.909703054698e+00	  1.258211120937e-10	 -4.866831504388e+00	  1.220004999998e-04	  3.386494154813e-05	
  1.227217041198e-04	  1.227217041213e-04	  6.194507603951e-12	  1.139226994073e-11	  9.909703055059e+00	  1.258211119471e-10	 -4.757927355269e+00	  0.000000000000e+00	  3.386494151407e-05	
  1.227217041197e-04	  1.227217041212e-04	  6.194507603951e-12	  1.139226994073e-11	  9.909703055059e+00	  1.258211119471e-10	 -4.666613932740e+00	  1.220005000000e-04	  3.386494151405e-05	
  1.227217040079e-04	  1.227217040086e-04	  3.980393867280e-12	  6.962588719007e-12	  9.909703055251e+00	  1.258211118688e-10	 -4.656600607268e+00	  0.000000000000e+00	  3.386494149578e-05	
  1.227217040080e-04	  1.227217040087e-04	  3.980393867280e-12	  6.962588719007e-12	  9.909703055251e+00	  1.258211118688e-10	 -4.622222001682e+00	  1.220004999996e-04	  3.386494149580e-05	
  1.227217039707e-04	  1.227217039712e-04	  3.244833955451e-12	  5.490994706349e-12	  9.909703055315e+00	  1.258211118427e-10	 -4.932499784495e+00	  0.000000000000e+00	  3.386494148972e-05	
  1.227217039707e-04	  1.227217039712e-04	  3.244833955451e-12	  5.490994706349e-12	  9.909703055316e+00	  1.258211118427e-10	 -4.909884720064e+00	  1.220004999997e-04	  3.386494148974e-05	
