#0#0#0#1#100000#0#4.2.13 #########################################
1 1 4
1 1
HEAD, m	
5219	8.741330700776000E+00
5220	8.728145807323000E+00
5221	8.718362823968000E+00
5222	8.703664241370000E+00
5223	8.685178795811000E+00
5224	8.662001462027000E+00
5225	8.647506957611000E+00
5226	8.632368263049000E+00
5227	8.624331647074000E+00
5228	8.615338941863000E+00
5229	8.601312221566000E+00
5230	8.587490065666000E+00
5231	8.576391598546000E+00
5232	8.549011161518000E+00
5233	8.509275861940000E+00
5234	8.474084157270000E+00
5235	8.435225249800000E+00
5236	8.397323573213000E+00
5237	8.375684026463000E+00
5238	8.350996470679000E+00
5239	8.318018423919000E+00
5240	8.279593156680000E+00
5241	8.238474036495000E+00
5242	8.212786348312000E+00
5243	8.179764682639000E+00
5244	8.131419786604000E+00
5245	8.075268228048000E+00
5246	8.013196467052000E+00
5247	7.959699236717000E+00
5248	7.888601869672000E+00
5249	7.797572880027000E+00
5250	7.701289176596000E+00
5251	7.568534875547000E+00
5252	1.000000000000000E+01
5253	9.989850311514000E+00
5254	9.981242385830000E+00
5255	9.970089721964000E+00
5256	9.959601951158000E+00
5257	9.950614864528000E+00
5258	9.946377800415000E+00
5259	9.940665456747000E+00
5260	9.930892974440000E+00
5261	9.923300012468000E+00
5262	9.915349991008000E+00
5263	9.909494993947000E+00
5264	9.896980066686000E+00
5265	9.888594484346000E+00
5266	9.881179780379000E+00
5267	9.869288030938000E+00
5268	9.860626186979000E+00
5269	9.850509100354000E+00
5270	9.838874612398000E+00
5271	9.827990123745000E+00
5272	9.818632102808000E+00
5273	9.808335023608000E+00
5274	9.795275096571000E+00
5275	9.779254888516000E+00
5276	9.764063718120000E+00
5277	9.746760939572000E+00
5278	9.720226902296000E+00
5279	9.705374545128000E+00
5280	9.682811561556000E+00
5281	9.659412148291000E+00
5282	9.636872642862000E+00
5283	9.615596287660000E+00
5284	9.591393888726000E+00
5285	9.560586467632000E+00
5286	9.530662455075000E+00
5287	9.498906604309000E+00
5288	9.471343608103000E+00
5289	9.460909120372000E+00
5290	9.444517734050000E+00
5291	9.424905870389000E+00
5292	9.401998205214000E+00
5293	9.376220120015000E+00
5294	9.351376114572000E+00
5295	9.329456897014000E+00
5296	9.301706300800000E+00
5297	9.264590893018000E+00
5298	9.242416707991000E+00
5299	9.218097376279000E+00
5300	9.185142942412000E+00
5301	9.169763751976000E+00
5302	9.150507340233000E+00
5303	9.119444266470000E+00
5304	9.100565337841000E+00
5305	9.072629401729000E+00
5306	9.049231558329000E+00
5307	9.031515417964000E+00
5308	9.015381941167000E+00
5309	8.999319636535000E+00
5310	8.977259926597000E+00
5311	8.952554471401000E+00
5312	8.925612709561000E+00
5313	8.905450997492000E+00
5314	8.885868541312000E+00
5315	8.852715092077000E+00
5316	8.820300075894000E+00
5317	8.794704756013000E+00
5318	8.774208605273000E+00
5319	8.759051997004000E+00
5320	8.746076222654000E+00
5321	8.732716481792000E+00
5322	8.725155781247000E+00
5323	8.707810186700000E+00
5324	8.691167621156000E+00
5325	8.668670052023000E+00
5326	8.655727389119000E+00
5327	8.634821278485000E+00
5328	8.624972223792000E+00
5329	8.615405160665000E+00
5330	8.602765466523000E+00
5331	8.590789799582000E+00
5332	8.574553905745000E+00
5333	8.540539448522000E+00
5334	8.503049272631000E+00
5335	8.470869977575000E+00
5336	8.427580781612000E+00
5337	8.399034170581000E+00
5338	8.366006682548000E+00
5339	8.340187649249000E+00
5340	8.312435115630000E+00
5341	8.266477942860000E+00
5342	8.233797430783000E+00
5343	8.207112655117000E+00
5344	8.164270938324000E+00
5345	8.100934457229000E+00
5346	8.048785483968000E+00
5347	7.990797048792000E+00
5348	7.940277729395000E+00
5349	7.828752265354000E+00
5350	7.723870137241000E+00
5351	7.601545493562000E+00
5352	7.377460286980000E+00
5353	1.000000000000000E+01
5354	9.990295537330000E+00
5355	9.981615167982000E+00
5356	9.967941860997000E+00
5357	9.957261537276000E+00
5358	9.947575221030000E+00
5359	9.942838870821000E+00
5360	9.936537264447000E+00
5361	9.928975369229000E+00
5362	9.920968696857000E+00
5363	9.914142780839000E+00
5364	9.909086152202000E+00
5365	9.896473434196000E+00
5366	9.887982070025000E+00
5367	9.881440846486000E+00
5368	9.869643901619000E+00
5369	9.862085633135000E+00
5370	9.849615528284000E+00
5371	9.837745261976000E+00
5372	9.825728398650000E+00
5373	9.813518413471000E+00
5374	9.802117195628000E+00
5375	9.787278676017000E+00
5376	9.772574204992000E+00
5377	9.758568069441000E+00
5378	9.737741975196000E+00
5379	9.714832920521000E+00
5380	9.703111528024000E+00
5381	9.679305965545000E+00
5382	9.655804233240000E+00
5383	9.638537554616000E+00
5384	9.620143964736000E+00
5385	9.589552728042000E+00
5386	9.564975338129000E+00
5387	9.531523932937000E+00
5388	9.500919301857000E+00
5389	9.476648728412000E+00
5390	9.455319294913000E+00
5391	9.442331624943000E+00
5392	9.423587442575000E+00
5393	9.400506584594000E+00
5394	9.380312617529000E+00
5395	9.357140880397000E+00
5396	9.335559277003000E+00
5397	9.307085251546000E+00
5398	9.272554896287000E+00
5399	9.247399829183000E+00
5400	9.216307829035000E+00
5401	9.192886833504000E+00
5402	9.172564984957000E+00
5403	9.153884885682000E+00
5404	9.128280053869000E+00
5405	9.106566279776000E+00
5406	9.081509805946000E+00
5407	9.058442503388000E+00
5408	9.035589771324000E+00
5409	9.022575449147000E+00
5410	9.008436110162000E+00
5411	8.986556377806000E+00
5412	8.960691419882000E+00
5413	8.933106570580000E+00
5414	8.909660076037000E+00
5415	8.895941001438000E+00
5416	8.874358227610000E+00
5417	8.840084461844000E+00
5418	8.813537475577000E+00
5419	8.786321798639000E+00
5420	8.768767856333000E+00
5421	8.754214145941000E+00
5422	8.742095549283000E+00
5423	8.732812264629000E+00
5424	8.717670436079000E+00
5425	8.698245947393000E+00
5426	8.676225457803000E+00
5427	8.661502474839000E+00
5428	8.640588575767000E+00
5429	8.625563095182000E+00
5430	8.616759423938000E+00
5431	8.604916961269000E+00
5432	8.592611386794000E+00
5433	8.573730548268000E+00
5434	8.540841694119000E+00
5435	8.505968503657000E+00
5436	8.463314489730000E+00
5437	8.427442513248000E+00
5438	8.399685631061000E+00
5439	8.355019642844000E+00
5440	8.335038911287000E+00
5441	8.299897962047000E+00
5442	8.255675664654000E+00
5443	8.226969291624000E+00
5444	8.190176995741000E+00
5445	8.135936159473000E+00
5446	8.073507047115000E+00
5447	8.017531218839000E+00
5448	7.959401230425000E+00
5449	7.888000091420000E+00
5450	7.789575769431000E+00
5451	7.690645900975000E+00
5452	7.531770499263000E+00
5453	7.312429232700000E+00
5454	1.000000000000000E+01
5455	9.992138377229000E+00
5456	9.980801466665000E+00
5457	9.963161511418000E+00
5458	9.953835757592000E+00
5459	9.945266251914000E+00
5460	9.939870623442000E+00
5461	9.933553449558000E+00
5462	9.926050628846000E+00
5463	9.919226314512000E+00
5464	9.913480118806000E+00
5465	9.906465661755000E+00
5466	9.895884411428000E+00
5467	9.887418105906000E+00
5468	9.879360338714000E+00
5469	9.868242626516000E+00
5470	9.860682845617000E+00
5471	9.847332822598000E+00
5472	9.835759263574000E+00
5473	9.819551391912000E+00
5474	9.807823052281000E+00
5475	9.795074199719000E+00
5476	9.780050075334000E+00
5477	9.766019681997000E+00
5478	9.748892457491000E+00
5479	9.731130220927000E+00
5480	9.712570240022000E+00
5481	9.696713400465000E+00
5482	9.679207990287000E+00
5483	9.657716723429000E+00
5484	9.638855167861000E+00
5485	9.616663782375000E+00
5486	9.590315953026000E+00
5487	9.570275227684000E+00
5488	9.533701214172000E+00
5489	9.504239615131000E+00
5490	9.481795815921000E+00
5491	9.455827654677000E+00
5492	9.441897814998000E+00
5493	9.422506437209000E+00
5494	9.403197233189000E+00
5495	9.381012447869000E+00
5496	9.358188212913000E+00
5497	9.333220125099000E+00
5498	9.303344890388000E+00
5499	9.275510365190000E+00
5500	9.244808874366000E+00
5501	9.216359478735000E+00
5502	9.195273740781000E+00
5503	9.176010112263000E+00
5504	9.157052947714000E+00
5505	9.138989363667000E+00
5506	9.113767370127000E+00
5507	9.093220486715000E+00
5508	9.065498430309000E+00
5509	9.043644889327000E+00
5510	9.028396907278000E+00
5511	9.014413412564000E+00
5512	8.999274101207000E+00
5513	8.972228826767000E+00
5514	8.946244894339000E+00
5515	8.917600429558000E+00
5516	8.901917175922000E+00
5517	8.890106396687000E+00
5518	8.857258285613000E+00
5519	8.828676205212000E+00
5520	8.799797859044000E+00
5521	8.780122135897000E+00
5522	8.764599102892000E+00
5523	8.753381608325000E+00
5524	8.742748304689000E+00
5525	8.727911589486000E+00
5526	8.710636161914000E+00
5527	8.692314315534000E+00
5528	8.668816616384000E+00
5529	8.646253552599000E+00
5530	8.629320444672000E+00
5531	8.617991995919000E+00
5532	8.607880236520000E+00
5533	8.594212547969000E+00
5534	8.575500706368000E+00
5535	8.544238533087000E+00
5536	8.507692649908000E+00
5537	8.467385291240000E+00
5538	8.430122226557000E+00
5539	8.396887409529000E+00
5540	8.347395539379000E+00
5541	8.322461243085000E+00
5542	8.276399821617000E+00
5543	8.239928204496000E+00
5544	8.199051409255000E+00
5545	8.154238225062000E+00
5546	8.109784679016000E+00
5547	8.045319791330000E+00
5548	7.964427941560000E+00
5549	7.896395907427000E+00
5550	7.830474501096000E+00
5551	7.768052375466000E+00
5552	7.644117701932000E+00
5553	7.518432344531000E+00
5554	7.349378331825000E+00
5555	1.000000000000000E+01
5556	9.991878503808000E+00
5557	9.979088033645000E+00
5558	9.960003547347000E+00
5559	9.950395202722000E+00
5560	9.943099630383000E+00
5561	9.936413955345000E+00
5562	9.929166299386000E+00
5563	9.923563474738000E+00
5564	9.917776155487000E+00
5565	9.910526120766000E+00
5566	9.901853640191000E+00
5567	9.894754629865000E+00
5568	9.885030617869000E+00
5569	9.875972893386000E+00
5570	9.866556795890000E+00
5571	9.857281820527000E+00
5572	9.844172571600000E+00
5573	9.829886997114000E+00
5574	9.812761971676000E+00
5575	9.802433488617000E+00
5576	9.788698186733000E+00
5577	9.773102869410000E+00
5578	9.751606960417000E+00
5579	9.738149172389000E+00
5580	9.727779776051000E+00
5581	9.711947856713000E+00
5582	9.693183871579000E+00
5583	9.679617110961000E+00
5584	9.659040760473000E+00
5585	9.635824943338000E+00
5586	9.609300097964000E+00
5587	9.591882212732000E+00
5588	9.571629802144000E+00
5589	9.541708252903000E+00
5590	9.515199323625000E+00
5591	9.484049067657000E+00
5592	9.462136793260000E+00
5593	9.444745051686000E+00
5594	9.424172059865000E+00
5595	9.407433101819000E+00
5596	9.382058978971000E+00
5597	9.352718843209000E+00
5598	9.324526723346000E+00
5599	9.295644953061000E+00
5600	9.267390087871000E+00
5601	9.249254535262000E+00
5602	9.217547349353000E+00
5603	9.196173491553000E+00
5604	9.174369233603000E+00
5605	9.159478972206000E+00
5606	9.141462309819000E+00
5607	9.121089236732000E+00
5608	9.103920922149000E+00
5609	9.081060991172000E+00
5610	9.054830600058000E+00
5611	9.037294254643000E+00
5612	9.022042969485000E+00
5613	9.009613111869000E+00
5614	8.984002093589000E+00
5615	8.957885550993000E+00
5616	8.930749781584000E+00
5617	8.910583055766000E+00
5618	8.898543845021000E+00
5619	8.877766928370000E+00
5620	8.837983958093000E+00
5621	8.807808103910000E+00
5622	8.786698768296000E+00
5623	8.774710331236000E+00
5624	8.762586102093000E+00
5625	8.749538309257000E+00
5626	8.734686526201000E+00
5627	8.719344571964000E+00
5628	8.704173215717000E+00
5629	8.678442145981000E+00
5630	8.650346964470000E+00
5631	8.636131675222000E+00
5632	8.624000738753000E+00
5633	8.611909426800000E+00
5634	8.596059650346000E+00
5635	8.578903009987000E+00
5636	8.549893938768000E+00
5637	8.511489396281000E+00
5638	8.474992448313000E+00
5639	8.432356166718000E+00
5640	8.390346084519000E+00
5641	8.326780574421000E+00
5642	8.285193183035000E+00
5643	8.246009699288000E+00
5644	8.209382411996000E+00
5645	8.168653922449000E+00
5646	8.117961212322000E+00
5647	8.078272256302000E+00
5648	8.004429387659000E+00
5649	7.942154649091000E+00
5650	7.861301738362000E+00
5651	7.812922537839000E+00
5652	7.752877013610000E+00
5653	7.605465032602000E+00
5654	7.544072139568000E+00
5655	7.462604972050000E+00
5656	1.000000000000000E+01
5657	9.987948057232000E+00
5658	9.976285452886000E+00
5659	9.956808044864000E+00
5660	9.946364934767000E+00
5661	9.939077303138000E+00
5662	9.931996110949000E+00
5663	9.925494986602000E+00
5664	9.919479193991000E+00
5665	9.911700248913000E+00
5666	9.903706818977000E+00
5667	9.898294228703000E+00
5668	9.892341173122000E+00
5669	9.881872813621000E+00
5670	9.873548301038000E+00
5671	9.863396684136000E+00
5672	9.850414459310000E+00
5673	9.834952336751000E+00
5674	9.820953275898000E+00
5675	9.805874476767000E+00
5676	9.795184756026000E+00
5677	9.781034867562000E+00
5678	9.761431188728000E+00
5679	9.745521823658000E+00
5680	9.733637400008000E+00
5681	9.724798693638000E+00
5682	9.710258972032000E+00
5683	9.694944386645000E+00
5684	9.677544627008000E+00
5685	9.655031390840000E+00
5686	9.632363805597000E+00
5687	9.606815413010000E+00
5688	9.590586784820000E+00
5689	9.570799081630000E+00
5690	9.544738240483000E+00
5691	9.521496940935000E+00
5692	9.490709547022000E+00
5693	9.469496713441000E+00
5694	9.451028952069000E+00
5695	9.428846749078000E+00
5696	9.407226956949000E+00
5697	9.379581126920000E+00
5698	9.348282458755000E+00
5699	9.314191064676000E+00
5700	9.289637318045000E+00
5701	9.263287821642000E+00
5702	9.247644330630000E+00
5703	9.217874572815000E+00
5704	9.197081573188000E+00
5705	9.171101949547000E+00
5706	9.158976862635000E+00
5707	9.145528851604000E+00
5708	9.128250253594000E+00
5709	9.108771170137000E+00
5710	9.090997360431000E+00
5711	9.067772809398000E+00
5712	9.046057733325000E+00
5713	9.029073433231000E+00
5714	9.017273767825000E+00
5715	9.003579240166000E+00
5716	8.970878362636000E+00
5717	8.949200516709000E+00
5718	8.925342140491000E+00
5719	8.904344201461000E+00
5720	8.885517065380000E+00
5721	8.843345839298000E+00
5722	8.817614078807000E+00
5723	8.791163450301000E+00
5724	8.782187953950000E+00
5725	8.771061899089000E+00
5726	8.758706181611000E+00
5727	8.739396042704000E+00
5728	8.723849843352000E+00
5729	8.710332953189000E+00
5730	8.688832350984000E+00
5731	8.656240693324000E+00
5732	8.639922632983000E+00
5733	8.628286384911000E+00
5734	8.615171647687000E+00
5735	8.598744333001000E+00
5736	8.583725821424000E+00
5737	8.552591495918000E+00
5738	8.519835591842000E+00
5739	8.475786798642000E+00
5740	8.433105462953000E+00
5741	8.373889640320000E+00
5742	8.301775390023000E+00
5743	8.259727745689000E+00
5744	8.213401100231000E+00
5745	8.183417156347000E+00
5746	8.146016341453000E+00
5747	8.085102127913000E+00
5748	8.049805092693000E+00
5749	7.988948367336000E+00
5750	7.936032329551000E+00
5751	7.852099261562000E+00
5752	7.808264260507000E+00
5753	7.735088763587000E+00
5754	7.610579215176000E+00
5755	7.560089279025000E+00
5756	7.487835988972000E+00
5757	1.000000000000000E+01
5758	9.986829052656000E+00
5759	9.970904784304000E+00
5760	9.952558898646000E+00
5761	9.941259268784000E+00
5762	9.934019621431000E+00
5763	9.927187163405000E+00
5764	9.920520264139000E+00
5765	9.914237542830000E+00
5766	9.907491873438000E+00
5767	9.900689089615000E+00
5768	9.894826368206000E+00
5769	9.887708325932000E+00
5770	9.879890060197000E+00
5771	9.869729222698000E+00
5772	9.855293439267000E+00
5773	9.840490092498000E+00
5774	9.826508991187000E+00
5775	9.813809624234000E+00
5776	9.798263490932000E+00
5777	9.785953841904000E+00
5778	9.773414718270000E+00
5779	9.755833022191000E+00
5780	9.742246032086000E+00
5781	9.730533923314000E+00
5782	9.719916466490000E+00
5783	9.708572632927000E+00
5784	9.696412445860000E+00
5785	9.673454218276000E+00
5786	9.652275297524000E+00
5787	9.628406647860000E+00
5788	9.608380125645000E+00
5789	9.586831075461000E+00
5790	9.568005695417000E+00
5791	9.545524816390000E+00
5792	9.517950292888000E+00
5793	9.498772575828000E+00
5794	9.479692766376000E+00
5795	9.457538828982000E+00
5796	9.432565563375000E+00
5797	9.408878745016000E+00
5798	9.375885212364000E+00
5799	9.345796837447000E+00
5800	9.310863426245000E+00
5801	9.282135376121000E+00
5802	9.255965273821000E+00
5803	9.235979636734000E+00
5804	9.217277435724000E+00
5805	9.195152792572000E+00
5806	9.172184016917000E+00
5807	9.157257693787000E+00
5808	9.149915702969000E+00
5809	9.132970559720000E+00
5810	9.114381971483000E+00
5811	9.096691769336000E+00
5812	9.079435905347000E+00
5813	9.060114406125000E+00
5814	9.038476593498000E+00
5815	9.027815722906000E+00
5816	9.015620494812000E+00
5817	8.986030544483000E+00
5818	8.963079053921000E+00
5819	8.943496004051000E+00
5820	8.917230142023000E+00
5821	8.889632803567000E+00
5822	8.853575133549000E+00
5823	8.823238846820000E+00
5824	8.800504887367000E+00
5825	8.787465380076000E+00
5826	8.776259597609000E+00
5827	8.765315815169000E+00
5828	8.745961576505000E+00
5829	8.728423147722000E+00
5830	8.714487577485000E+00
5831	8.694731752481000E+00
5832	8.664621956010000E+00
5833	8.644255762094000E+00
5834	8.631999598238000E+00
5835	8.617346238113000E+00
5836	8.601043404568000E+00
5837	8.587828124727000E+00
5838	8.551939552712000E+00
5839	8.517748236431000E+00
5840	8.475218487924000E+00
5841	8.420066692965000E+00
5842	8.357490912117000E+00
5843	8.291397811940000E+00
5844	8.235745072612000E+00
5845	8.191910386969000E+00
5846	8.159464783402000E+00
5847	8.111056074558000E+00
5848	8.070093074403000E+00
5849	8.033560928570000E+00
5850	7.980865492495000E+00
5851	7.931568853148000E+00
5852	7.869842504547000E+00
5853	7.802211381323000E+00
5854	7.733602320173000E+00
5855	7.644731626267000E+00
5856	7.587282969054000E+00
5857	7.512519595582000E+00
5858	1.000000000000000E+01
5859	9.983084588444000E+00
5860	9.967365001639000E+00
5861	9.947248811668000E+00
5862	9.936802068920000E+00
5863	9.931414999889000E+00
5864	9.924019865502000E+00
5865	9.917463006635000E+00
5866	9.911329303953000E+00
5867	9.903632500601000E+00
5868	9.896245724967000E+00
5869	9.890478550022000E+00
5870	9.884500934600000E+00
5871	9.877867536610000E+00
5872	9.858824098326000E+00
5873	9.843957969682000E+00
5874	9.831160395538000E+00
5875	9.817879799221000E+00
5876	9.805535460859000E+00
5877	9.791166984156000E+00
5878	9.777394749022000E+00
5879	9.765315932789000E+00
5880	9.750486128667000E+00
5881	9.738011172420000E+00
5882	9.726130786479000E+00
5883	9.713953310625000E+00
5884	9.703927765401000E+00
5885	9.693048023093000E+00
5886	9.673503790951000E+00
5887	9.647248611816000E+00
5888	9.626086786739000E+00
5889	9.610781199427000E+00
5890	9.585443120810000E+00
5891	9.563545280009000E+00
5892	9.545629409545000E+00
5893	9.515565022234000E+00
5894	9.500905218683000E+00
5895	9.483525375823000E+00
5896	9.459994892911000E+00
5897	9.436211577994000E+00
5898	9.405373891308000E+00
5899	9.379157455697000E+00
5900	9.341394858174000E+00
5901	9.307480012216000E+00
5902	9.271832656311000E+00
5903	9.246907586608000E+00
5904	9.232926328040000E+00
5905	9.214867641248000E+00
5906	9.194939785789000E+00
5907	9.172381035047000E+00
5908	9.157495011001000E+00
5909	9.150751070736000E+00
5910	9.136659176140000E+00
5911	9.118981300058000E+00
5912	9.101525096702000E+00
5913	9.086455841835000E+00
5914	9.067686561458000E+00
5915	9.044065658937000E+00
5916	9.033910648692000E+00
5917	9.021802619030000E+00
5918	9.001377712064000E+00
5919	8.980037073460000E+00
5920	8.958721541227000E+00
5921	8.930613528831000E+00
5922	8.899044884980000E+00
5923	8.865310297137000E+00
5924	8.831097884197000E+00
5925	8.811740408005000E+00
5926	8.796749531616000E+00
5927	8.784335731532000E+00
5928	8.771317675717000E+00
5929	8.750504707671000E+00
5930	8.732807863050000E+00
5931	8.720307072298000E+00
5932	8.697847247997000E+00
5933	8.672249179504000E+00
5934	8.646979767119000E+00
5935	8.636549372228000E+00
5936	8.620038170254000E+00
5937	8.602879688207000E+00
5938	8.583710922894000E+00
5939	8.550231871780000E+00
5940	8.510193707611000E+00
5941	8.462248816092000E+00
5942	8.401643892965000E+00
5943	8.350453889361000E+00
5944	8.274819512583000E+00
5945	8.211957924068000E+00
5946	8.178007477553000E+00
5947	8.136056672006000E+00
5948	8.102212434099000E+00
5949	8.069598429446000E+00
5950	8.033554588838000E+00
5951	7.981770570737000E+00
5952	7.927524114763000E+00
5953	7.874452585236000E+00
5954	7.811549244291000E+00
5955	7.751135488887000E+00
5956	7.680138926226000E+00
5957	7.618506214080000E+00
5958	7.545605852269000E+00
5959	1.000000000000000E+01
5960	9.977038307669000E+00
5961	9.963036887795000E+00
5962	9.946181634843000E+00
5963	9.934364459341000E+00
5964	9.928760732680000E+00
5965	9.921007687774000E+00
5966	9.912661049401000E+00
5967	9.904554836464000E+00
5968	9.897097937226000E+00
5969	9.890500362326000E+00
5970	9.886466371204000E+00
5971	9.880109821422000E+00
5972	9.867037207334000E+00
5973	9.849259015826000E+00
5974	9.836340256413000E+00
5975	9.824130816038000E+00
5976	9.811594747891000E+00
5977	9.797829806183000E+00
5978	9.782579817487000E+00
5979	9.768343359353000E+00
5980	9.757371221715000E+00
5981	9.745043643051000E+00
5982	9.733011409280000E+00
5983	9.721738944690000E+00
5984	9.710452253690000E+00
5985	9.698577262133000E+00
5986	9.688083404282000E+00
5987	9.668551907690000E+00
5988	9.642413991838000E+00
5989	9.628619557281000E+00
5990	9.613315730914000E+00
5991	9.591281178695000E+00
5992	9.562772464254000E+00
5993	9.543393145375000E+00
5994	9.516766858710000E+00
5995	9.499636269068000E+00
5996	9.484798881262000E+00
5997	9.459164350361000E+00
5998	9.431968890180000E+00
5999	9.404477584062000E+00
6000	9.375773082521000E+00
6001	9.343487282212000E+00
6002	9.299826414783000E+00
6003	9.266436595410000E+00
6004	9.245146182335000E+00
6005	9.230378641329000E+00
6006	9.212015182322000E+00
6007	9.194338852602000E+00
6008	9.171319720101000E+00
6009	9.157949609294000E+00
6010	9.150080607458000E+00
6011	9.140650634124000E+00
6012	9.120789247303000E+00
6013	9.106822697903000E+00
6014	9.092304452225000E+00
6015	9.073772905871000E+00
6016	9.051646026293000E+00
6017	9.039857316114000E+00
6018	9.029604882339000E+00
6019	9.011756831737000E+00
6020	8.994272843490000E+00
6021	8.971198904867000E+00
6022	8.940316681398000E+00
6023	8.911261101279000E+00
6024	8.877890826390000E+00
6025	8.853767560272000E+00
6026	8.829323899677000E+00
6027	8.808291892195000E+00
6028	8.793164704242000E+00
6029	8.778230064723000E+00
6030	8.757414963649000E+00
6031	8.736151169737000E+00
6032	8.723187331039000E+00
6033	8.698753021889000E+00
6034	8.674861661857000E+00
6035	8.649806226757000E+00
6036	8.640578670626000E+00
6037	8.621160292819000E+00
6038	8.600079936625000E+00
6039	8.569665255330000E+00
6040	8.540934397876000E+00
6041	8.505233451839000E+00
6042	8.455412084157000E+00
6043	8.399222969505000E+00
6044	8.338439554420000E+00
6045	8.266023905083000E+00
6046	8.211544518819000E+00
6047	8.176366031142000E+00
6048	8.136517464862000E+00
6049	8.103428806900000E+00
6050	8.071061257081000E+00
6051	8.040768116121000E+00
6052	7.995861768326000E+00
6053	7.931196779022000E+00
6054	7.873582378128000E+00
6055	7.827125841226000E+00
6056	7.779149407752000E+00
6057	7.698317751717000E+00
6058	7.645345918213000E+00
6059	7.589111383645000E+00
6060	1.000000000000000E+01
6061	9.975696623888000E+00
6062	9.960713795347000E+00
6063	9.947426117674000E+00
6064	9.933082855540000E+00
6065	9.925341032958000E+00
6066	9.917394026531000E+00
6067	9.908535331384000E+00
6068	9.897324675912000E+00
6069	9.887766913930000E+00
6070	9.882500415501000E+00
6071	9.878283187509000E+00
6072	9.862889269127000E+00
6073	9.850237045717000E+00
6074	9.838936522736000E+00
6075	9.826056374628000E+00
6076	9.815606983072000E+00
6077	9.803274564514000E+00
6078	9.787064732768000E+00
6079	9.773920461433000E+00
6080	9.760794754133000E+00
6081	9.750937036697000E+00
6082	9.741556205345000E+00
6083	9.730366113221000E+00
6084	9.720579751781000E+00
6085	9.706585751400000E+00
6086	9.694324824026000E+00
6087	9.681030263814000E+00
6088	9.657939876472000E+00
6089	9.640829702569000E+00
6090	9.628080213570000E+00
6091	9.614721591695000E+00
6092	9.599812657817000E+00
6093	9.568547452314000E+00
6094	9.543237668208000E+00
6095	9.518917423227000E+00
6096	9.497905789703000E+00
6097	9.482677642361000E+00
6098	9.459703963149000E+00
6099	9.425228411516000E+00
6100	9.404421190365000E+00
6101	9.375341678571000E+00
6102	9.337927649964000E+00
6103	9.296809944738000E+00
6104	9.263584225758000E+00
6105	9.244941328944000E+00
6106	9.223948860286000E+00
6107	9.210427284490000E+00
6108	9.191371112245000E+00
6109	9.172932850428000E+00
6110	9.158452561153000E+00
6111	9.149039168614000E+00
6112	9.142644605267000E+00
6113	9.125183019539000E+00
6114	9.110350951558000E+00
6115	9.097756835032000E+00
6116	9.079999011449000E+00
6117	9.062242413290000E+00
6118	9.051625283119000E+00
6119	9.040930347175000E+00
6120	9.026087310193000E+00
6121	9.000582481816000E+00
6122	8.976958656040000E+00
6123	8.948803335561000E+00
6124	8.917070600120000E+00
6125	8.889969245257000E+00
6126	8.861919657939000E+00
6127	8.844834431297000E+00
6128	8.822695828364000E+00
6129	8.802885425191000E+00
6130	8.787195342022000E+00
6131	8.767123778028000E+00
6132	8.743654229213000E+00
6133	8.721902428893000E+00
6134	8.700905859305000E+00
6135	8.678795971526000E+00
6136	8.654252187076000E+00
6137	8.641140283021000E+00
6138	8.622095530398000E+00
6139	8.588626657376000E+00
6140	8.564967492171000E+00
6141	8.534022280522000E+00
6142	8.496631309920000E+00
6143	8.459067984344000E+00
6144	8.400991036630000E+00
6145	8.327331369313000E+00
6146	8.273482817324000E+00
6147	8.218069746160000E+00
6148	8.176927214885000E+00
6149	8.142403607999000E+00
6150	8.111357326192000E+00
6151	8.083476231004000E+00
6152	8.047985164168000E+00
6153	8.002624176567000E+00
6154	7.956583237366000E+00
6155	7.900574603559000E+00
6156	7.846874328168000E+00
6157	7.801145556953000E+00
6158	7.729243092545000E+00
6159	7.668829346547000E+00
6160	7.637343112365000E+00
6161	1.000000000000000E+01
6162	9.976712864352000E+00
6163	9.960757315705000E+00
6164	9.947775469226000E+00
6165	9.932794495212000E+00
6166	9.923327160657000E+00
6167	9.914944464109000E+00
6168	9.900521053898000E+00
6169	9.885873886889000E+00
6170	9.875064178627000E+00
6171	9.867624440112000E+00
6172	9.859391447310000E+00
6173	9.852032904327000E+00
6174	9.841381715818000E+00
6175	9.829788462058000E+00
6176	9.819255202113000E+00
6177	9.803550930599000E+00
6178	9.793974470136000E+00
6179	9.780293929301000E+00
6180	9.768724381532000E+00
6181	9.756880835625000E+00
6182	9.747569075399000E+00
6183	9.739443306311000E+00
6184	9.727416409792000E+00
6185	9.717595121863000E+00
6186	9.700886044134000E+00
6187	9.689382456900000E+00
6188	9.670662112666000E+00
6189	9.649537108058000E+00
6190	9.635317744578000E+00
6191	9.626552815598000E+00
6192	9.616114676072000E+00
6193	9.601288797795000E+00
6194	9.572197975614000E+00
6195	9.544066748327000E+00
6196	9.521906313913000E+00
6197	9.496648806218000E+00
6198	9.476041175971000E+00
6199	9.462942184832000E+00
6200	9.430145157864000E+00
6201	9.401227900782000E+00
6202	9.379840151753000E+00
6203	9.333002296381000E+00
6204	9.290715949695000E+00
6205	9.263842485521000E+00
6206	9.240595876348000E+00
6207	9.223177335322000E+00
6208	9.209683780140000E+00
6209	9.191313815810000E+00
6210	9.175340101255000E+00
6211	9.158569407636000E+00
6212	9.148195743960000E+00
6213	9.142128032892000E+00
6214	9.128683457439000E+00
