                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	       Dolomite(dis)	
  1.412404388964e-04	  1.425071179536e-04	  5.989519520531e-04	  1.200398686393e-03	  9.856938319584e+00	  1.463766029389e-10	 -4.893325970661e+00	  1.169806260739e-04	  6.207481499814e-07	
  1.413083432073e-04	  1.425902170192e-04	  5.989367576216e-04	  1.200398687039e-03	  9.857086700471e+00	  1.463268879331e-10	 -4.885443866188e+00	  1.178697224647e-04	  5.457663117037e-07	
  1.405584924601e-04	  1.417967269232e-04	  5.599664158976e-04	  1.122372139274e-03	  9.860540573428e+00	  1.449778497595e-10	  8.296451100416e+00	  1.178697224647e-04	  5.457663117037e-07	
  1.406136696403e-04	  1.418662233871e-04	  5.599520968601e-04	  1.122372139766e-03	  9.860661837422e+00	  1.449376152488e-10	  8.295530602970e+00	  1.186071628162e-04	  4.744022301756e-07	
  1.397553762782e-04	  1.409497747627e-04	  5.204296211939e-04	  1.043212604270e-03	  9.864055385091e+00	  1.436121394834e-10	  8.346521271219e+00	  1.186071628162e-04	  4.744022301756e-07	
  1.398004791275e-04	  1.410082309255e-04	  5.204162680680e-04	  1.043212604645e-03	  9.864155179153e+00	  1.435793466968e-10	  8.350279431275e+00	  1.192204822453e-04	  4.073167990347e-07	
  1.388583394008e-04	  1.399953040384e-04	  4.807266263014e-04	  9.636937319470e-04	  9.867496812490e+00	  1.422753980489e-10	  8.313011042198e+00	  1.192204822453e-04	  4.073167990347e-07	
  1.388954850453e-04	  1.400447684582e-04	  4.807143076695e-04	  9.636937322337e-04	  9.867579620039e+00	  1.422484461630e-10	  8.320945305916e+00	  1.197319734891e-04	  3.450183334459e-07	
  1.378916185983e-04	  1.389596072511e-04	  4.412466464731e-04	  8.845980071342e-04	  9.870868792435e+00	  1.409671453210e-10	  8.330903707262e+00	  1.197319734891e-04	  3.450183334459e-07	
  1.379224853389e-04	  1.390017100094e-04	  4.412354105652e-04	  8.845980073538e-04	  9.870938158863e+00	  1.409447811421e-10	  8.331888985623e+00	  1.201596407315e-04	  2.879182975856e-07	
  1.368769048975e-04	  1.378666202431e-04	  4.023717080517e-04	  8.066939136222e-04	  9.874167330433e+00	  1.396896122306e-10	  8.238986547433e+00	  1.201596407315e-04	  2.879182975856e-07	
  1.369028135759e-04	  1.379026528330e-04	  4.023615842246e-04	  8.066939137910e-04	  9.874226044642e+00	  1.396708589031e-10	  8.240816513845e+00	  1.205180035026e-04	  2.361903095370e-07	
  1.358336689058e-04	  1.367381739005e-04	  3.644656747440e-04	  7.307138418525e-04	  9.877382468757e+00	  1.384469731187e-10	  8.371780629580e+00	  1.205180035026e-04	  2.361903095370e-07	
  1.358556510350e-04	  1.367691559266e-04	  3.644566749123e-04	  7.307138419829e-04	  9.877432710406e+00	  1.384310732946e-10	  8.373583038099e+00	  1.208187611988e-04	  1.900014321101e-07	
  1.347793720509e-04	  1.355941329697e-04	  3.278641670218e-04	  6.573337849663e-04	  9.880500076267e+00	  1.372446734202e-10	  8.331675602516e+00	  1.208187611988e-04	  1.900014321101e-07	
  1.347982268428e-04	  1.356208677383e-04	  3.278562870957e-04	  6.573337850674e-04	  9.880543536368e+00	  1.372310434927e-10	  8.327459860676e+00	  1.210713471113e-04	  1.493244683458e-07	
  1.337295894682e-04	  1.344524495834e-04	  2.928658344615e-04	  5.871557464778e-04	  9.883503479421e+00	  1.360888420321e-10	  8.245925584380e+00	  1.210713471113e-04	  1.493244683458e-07	
  1.337459316707e-04	  1.344755704510e-04	  2.928590558358e-04	  5.871557465566e-04	  9.883541460270e+00	  1.360770348803e-10	  8.242123805750e+00	  1.212833829769e-04	  1.141060269549e-07	
  1.326980682775e-04	  1.333291571652e-04	  2.597253507654e-04	  5.206936028650e-04	  9.886374935049e+00	  1.349857837673e-10	  8.332741412107e+00	  1.212833829769e-04	  1.141060269549e-07	
  1.327123684758e-04	  1.333491662679e-04	  2.597196418917e-04	  5.206936029265e-04	  9.886408434186e+00	  1.349754580876e-10	  8.333653381826e+00	  1.214610540918e-04	  8.418540762111e-08	
  1.316967425492e-04	  1.322383278847e-04	  2.286483898969e-04	  4.583629416666e-04	  9.889096931910e+00	  1.339415509081e-10	  8.296071925974e+00	  1.214610540918e-04	  8.418540762111e-08	
  1.317093613156e-04	  1.322556286189e-04	  2.286437079532e-04	  4.583629417147e-04	  9.889126713710e+00	  1.339324456745e-10	  8.294753411353e+00	  1.216094172373e-04	  5.934749812412e-08	
  1.307357222891e-04	  1.311920132995e-04	  1.997887177037e-04	  4.004751484670e-04	  9.891653297015e+00	  1.329615954164e-10	  8.308335641998e+00	  1.216094172373e-04	  5.934749812412e-08	
