                C(4)	                  Ca	                  Mg	                  Cl	                  pH	                  H+	                  pe	             Calcite	               CO3-2	
  1.224970576820e-04	  1.234061965687e-04	  2.318697453736e-06	  6.455670752640e-06	  9.908489683438e+00	  1.262018879148e-10	 -4.940811712072e+00	  1.220006375906e-04	  3.373227717694e-05	
  1.225609515072e-04	  1.232196097365e-04	  1.720858471121e-06	  4.759031708194e-06	  9.908820073566e+00	  1.260984475501e-10	 -4.930506836907e+00	  0.000000000000e+00	  3.376909598514e-05	
  1.225609397228e-04	  1.232195979521e-04	  1.720858471121e-06	  4.759031708194e-06	  9.908820043877e+00	  1.260984560490e-10	 -4.906600357735e+00	  1.220005696729e-04	  3.376909122919e-05	
  1.226077738589e-04	  1.230806017512e-04	  1.265261359717e-06	  3.476176991938e-06	  9.909066384278e+00	  1.260212765884e-10	 -4.970839724108e+00	  0.000000000000e+00	  3.379634427667e-05	
  1.226077677822e-04	  1.230805956745e-04	  1.265261359717e-06	  3.476176991938e-06	  9.909066368977e+00	  1.260212809658e-10	 -4.960709396444e+00	  1.220005344561e-04	  3.379634182327e-05	
  1.226417410298e-04	  1.229780495870e-04	  9.215711153777e-07	  2.515757969908e-06	  9.909248220404e+00	  1.259642572017e-10	 -4.811806010996e+00	  0.000000000000e+00	  3.381630855829e-05	
  1.226417379717e-04	  1.229780465289e-04	  9.215711153777e-07	  2.515757969908e-06	  9.909248212707e+00	  1.259642594028e-10	 -4.831943791078e+00	  1.220005166281e-04	  3.381630732326e-05	
  1.226661270803e-04	  1.229031245609e-04	  6.649222558624e-07	  1.803838200275e-06	  9.909381129486e+00	  1.259225392939e-10	  8.392601304896e+00	  0.000000000000e+00	  3.383078757498e-05	
  1.226661255794e-04	  1.229031230600e-04	  6.649222558624e-07	  1.803838200275e-06	  9.909381125709e+00	  1.259225403735e-10	  8.395442941420e+00	  1.220005078207e-04	  3.383078696870e-05	
  1.226834534370e-04	  1.228489160649e-04	  4.752110308386e-07	  1.281346121399e-06	  9.909477315799e+00	  1.258923156141e-10	 -4.941018866698e+00	  0.000000000000e+00	  3.384118241693e-05	
  1.226834527194e-04	  1.228489153473e-04	  4.752110308386e-07	  1.281346121399e-06	  9.909477313993e+00	  1.258923161301e-10	 -4.942717121319e+00	  1.220005035808e-04	  3.384118212701e-05	
  1.226956365379e-04	  1.228100787150e-04	  3.364002332450e-07	  9.016836808632e-07	  9.909546237949e+00	  1.258706340947e-10	 -5.079787758170e+00	  0.000000000000e+00	  3.384857003804e-05	
  1.226956362040e-04	  1.228100783811e-04	  3.364002332450e-07	  9.016836808632e-07	  9.909546237109e+00	  1.258706343347e-10	 -5.098645918428e+00	  1.220005015925e-04	  3.384856990312e-05	
  1.227041144506e-04	  1.227825263772e-04	  2.358636061278e-07	  6.285499668244e-07	  9.909595135922e+00	  1.258552333561e-10	 -5.092640434651e+00	  0.000000000000e+00	  3.385376769026e-05	
  1.227041142997e-04	  1.227825262263e-04	  2.358636061278e-07	  6.285499668244e-07	  9.909595135542e+00	  1.258552334646e-10	 -5.093489784678e+00	  1.220005006867e-04	  3.385376762930e-05	
  1.227099528236e-04	  1.227631719720e-04	  1.637877392959e-07	  4.340127066138e-07	  9.909629484310e+00	  1.258444017215e-10	 -5.133161519385e+00	  0.000000000000e+00	  3.385738785669e-05	
  1.227099527576e-04	  1.227631719060e-04	  1.637877392959e-07	  4.340127066138e-07	  9.909629484144e+00	  1.258444017690e-10	 -5.133957713712e+00	  1.220005002857e-04	  3.385738783000e-05	
  1.227139316427e-04	  1.227497102616e-04	  1.126415866444e-07	  2.968393633371e-07	  9.909653373428e+00	  1.258368588359e-10	 -5.008211491071e+00	  0.000000000000e+00	  3.385988398736e-05	
  1.227139316147e-04	  1.227497102336e-04	  1.126415866444e-07	  2.968393633371e-07	  9.909653373357e+00	  1.258368588560e-10	 -4.992247716774e+00	  1.220005001144e-04	  3.385988397605e-05	
  1.227166148902e-04	  1.227404396878e-04	  7.671747672489e-08	  2.010835159598e-07	  9.909669823394e+00	  1.258316581359e-10	 -4.924958702987e+00	  0.000000000000e+00	  3.386158778917e-05	
  1.227166148788e-04	  1.227404396764e-04	  7.671747672489e-08	  2.010835159598e-07	  9.909669823365e+00	  1.258316581440e-10	 -4.931543811052e+00	  1.220005000435e-04	  3.386158778457e-05	
  1.227184054697e-04	  1.227341186846e-04	  5.174274526264e-08	  1.349108979699e-07	  9.909681038220e+00	  1.258281079097e-10	 -5.088369740585e+00	  0.000000000000e+00	  3.386273905828e-05	
  1.227184054653e-04	  1.227341186802e-04	  5.174274526264e-08	  1.349108979699e-07	  9.909681038208e+00	  1.258281079129e-10	 -5.113117169528e+00	  1.220005000159e-04	  3.386273905649e-05	
  1.227195877840e-04	  1.227298516565e-04	  3.455778125012e-08	  8.964229246394e-08	  9.909688607818e+00	  1.258257084770e-10	 -4.942731894864e+00	  0.000000000000e+00	  3.386350913088e-05	
  1.227195877824e-04	  1.227298516549e-04	  3.455778125012e-08	  8.964229246394e-08	  9.909688607814e+00	  1.258257084782e-10	 -4.905122161801e+00	  1.220005000050e-04	  3.386350913022e-05	
  1.227203602099e-04	  1.227269999027e-04	  2.285416535850e-08	  5.898670625830e-08	  9.909693666009e+00	  1.258241029875e-10	 -4.973239121071e+00	  0.000000000000e+00	  3.386401901682e-05	
  1.227203602093e-04	  1.227269999021e-04	  2.285416535850e-08	  5.898670625830e-08	  9.909693666007e+00	  1.258241029879e-10	 -4.985186653504e+00	  1.220005000018e-04	  3.386401901658e-05	
  1.227208594870e-04	  1.227251130746e-04	  1.496546976083e-08	  3.843710802051e-08	  9.909697012177e+00	  1.258230394811e-10	 -4.934163484330e+00	  0.000000000000e+00	  3.386435320351e-05	
  1.227208594868e-04	  1.227251130744e-04	  1.496546976083e-08	  3.843710802051e-08	  9.909697012176e+00	  1.258230394812e-10	 -4.948031741600e+00	  1.220005000000e-04	  3.386435320343e-05	
  1.227211787600e-04	  1.227238772044e-04	  9.702952309258e-09	  2.480178897007e-08	  9.909699203559e+00	  1.258223420628e-10	 -4.777313726279e+00	  0.000000000000e+00	  3.386457000750e-05	
  1.227211787600e-04	  1.227238772044e-04	  9.702952309258e-09	  2.480178897007e-08	  9.909699203559e+00	  1.258223420629e-10	 -4.790532750608e+00	  1.220005000000e-04	  3.386457000749e-05	
  1.227213807322e-04	  1.227230758592e-04	  6.228598350227e-09	  1.584644745440e-08	  9.909700624230e+00	  1.258218893177e-10	  8.411832704775e+00	  0.000000000000e+00	  3.386470922505e-05	
  1.227213807321e-04	  1.227230758591e-04	  6.228598350227e-09	  1.584644745440e-08	  9.909700624230e+00	  1.258218893177e-10	  8.414037742730e+00	  1.220004999993e-04	  3.386470922502e-05	
  1.227215071190e-04	  1.227225615093e-04	  3.958549882131e-09	  1.002487830565e-08	  9.909701535944e+00	  1.258215983758e-10	 -1.251898238637e+00	  0.000000000000e+00	  3.386479770694e-05	
  1.227215071190e-04	  1.227225615093e-04	  3.958549882131e-09	  1.002487830565e-08	  9.909701535944e+00	  1.258215983758e-10	  4.810176136300e-02	  1.220004999999e-04	  3.386479770694e-05	
  1.227215853469e-04	  1.227222347146e-04	  2.490757596629e-09	  6.279249250272e-09	  9.909702115107e+00	  1.258214133050e-10	 -3.949300121720e+00	  0.000000000000e+00	  3.386485336579e-05	
  1.227215853469e-04	  1.227222347146e-04	  2.490757596629e-09	  6.279249250272e-09	  9.909702115108e+00	  1.258214133050e-10	 -4.949300121720e+00	  1.220004999996e-04	  3.386485336580e-05	
  1.227216332364e-04	  1.227220291949e-04	  1.551575569508e-09	  3.894067063319e-09	  9.909702479279e+00	  1.258212967762e-10	 -4.939026630685e+00	  0.000000000000e+00	  3.386488801700e-05	
  1.227216332364e-04	  1.227220291949e-04	  1.551575569508e-09	  3.894067063319e-09	  9.909702479279e+00	  1.258212967762e-10	 -4.971505681688e+00	  1.220005000001e-04	  3.386488801698e-05	
  1.227216622301e-04	  1.227219012628e-04	  9.569036905285e-10	  2.390872225508e-09	  9.909702705929e+00	  1.258212241532e-10	 -4.747742584926e+00	  0.000000000000e+00	  3.386490936653e-05	
  1.227216622301e-04	  1.227219012628e-04	  9.569036905285e-10	  2.390872225508e-09	  9.909702705929e+00	  1.258212241532e-10	 -4.786704584739e+00	  1.220004999998e-04	  3.386490936654e-05	
  1.227216795887e-04	  1.227218224429e-04	  5.843115407316e-10	  1.453331149699e-09	  9.909702845545e+00	  1.258211793562e-10	 -4.735218612031e+00	  0.000000000000e+00	  3.386492238413e-05	
  1.227216795887e-04	  1.227218224429e-04	  5.843115407316e-10	  1.453331149699e-09	  9.909702845545e+00	  1.258211793562e-10	 -4.740783340075e+00	  1.220004999998e-04	  3.386492238415e-05	
  1.227216898650e-04	  1.227217743803e-04	  3.533156045199e-10	  8.746616838867e-10	  9.909702930665e+00	  1.258211520074e-10	 -4.355699523574e+00	  0.000000000000e+00	  3.386493023878e-05	
  1.227216898651e-04	  1.227217743804e-04	  3.533156045199e-10	  8.746616838867e-10	  9.909702930665e+00	  1.258211520074e-10	 -4.513769887897e+00	  1.220005000000e-04	  3.386493023880e-05	
  1.227216958798e-04	  1.227217453751e-04	  2.116141041412e-10	  5.212185720380e-10	  9.909702982026e+00	  1.258211354828e-10	 -4.942307112331e+00	  0.000000000000e+00	  3.386493492865e-05	
  1.227216958798e-04	  1.227217453751e-04	  2.116141041412e-10	  5.212185720380e-10	  9.909702982026e+00	  1.258211354828e-10	 -4.985397879176e+00	  1.220004999998e-04	  3.386493492866e-05	
  1.227216993604e-04	  1.227217280520e-04	  1.256081316762e-10	  3.075994355359e-10	  9.909703012694e+00	  1.258211256020e-10	 -4.461787592850e+00	  0.000000000000e+00	  3.386493769948e-05	
  1.227216993604e-04	  1.227217280520e-04	  1.256081316762e-10	  3.075994355359e-10	  9.909703012695e+00	  1.258211256020e-10	 -4.315265854084e+00	  1.220004999994e-04	  3.386493769949e-05	
  1.227217013513e-04	  1.227217178135e-04	  7.396045010357e-11	  1.798453073269e-10	  9.909703030818e+00	  1.258211197550e-10	 -4.923549441283e+00	  0.000000000000e+00	  3.386493931930e-05	
  1.227217013513e-04	  1.227217178135e-04	  7.396045010357e-11	  1.798453073269e-10	  9.909703030818e+00	  1.258211197550e-10	 -4.931189428283e+00	  1.220005000001e-04	  3.386493931929e-05	
  1.227217024768e-04	  1.227217118253e-04	  4.327558165326e-11	  1.042481282431e-10	  9.909703041416e+00	  1.258211163312e-10	 -4.718313375639e+00	  0.000000000000e+00	  3.386494025619e-05	
  1.227217024768e-04	  1.227217118253e-04	  4.327558165326e-11	  1.042481282431e-10	  9.909703041416e+00	  1.258211163312e-10	 -4.827163763349e+00	  1.220004999997e-04	  3.386494025619e-05	
  1.227217031057e-04	  1.227217083597e-04	  2.524005337562e-11	  5.998819444442e-11	  9.909703047547e+00	  1.258211143475e-10	 -4.928268609749e+00	  0.000000000000e+00	  3.386494079232e-05	
  1.227217031057e-04	  1.227217083597e-04	  2.524005337562e-11	  5.998819444442e-11	  9.909703047548e+00	  1.258211143474e-10	 -4.885528368928e+00	  1.220005000001e-04	  3.386494079234e-05	
  1.227217034528e-04	  1.227217063753e-04	  1.475378045235e-11	  3.435241905729e-11	  9.909703051059e+00	  1.258211132099e-10	 -5.025367013506e+00	  0.000000000000e+00	  3.386494109585e-05	
  1.227217034528e-04	  1.227217063753e-04	  1.475378045235e-11	  3.435241905729e-11	  9.909703051059e+00	  1.258211132099e-10	 -5.029351236764e+00	  1.220005000000e-04	  3.386494109586e-05	
  1.227217036422e-04	  1.227217052516e-04	  8.725933554105e-12	  1.967067533541e-11	  9.909703053046e+00	  1.258211125652e-10	 -4.888459810405e+00	  0.000000000000e+00	  3.386494126577e-05	
  1.227217036422e-04	  1.227217052516e-04	  8.725933554105e-12	  1.967067533541e-11	  9.909703053046e+00	  1.258211125652e-10	 -4.917411800721e+00	  1.220005000000e-04	  3.386494126577e-05	
  1.227217037438e-04	  1.227217046249e-04	  5.315060384176e-12	  1.139227612849e-11	  9.909703054155e+00	  1.258211122051e-10	 -4.397500931252e+00	  0.000000000000e+00	  3.386494135947e-05	
  1.227217037438e-04	  1.227217046249e-04	  5.315060384176e-12	  1.139227612849e-11	  9.909703054155e+00	  1.258211122051e-10	 -4.212428350605e+00	  1.220005000001e-04	  3.386494135946e-05	
  1.227217037958e-04	  1.227217042927e-04	  3.484350867287e-12	  6.962592313111e-12	  9.909703054742e+00	  1.258211120142e-10	 -4.734712371213e+00	  0.000000000000e+00	  3.386494140860e-05	
  1.227217037958e-04	  1.227217042927e-04	  3.484350867287e-12	  6.962592313111e-12	  9.909703054742e+00	  1.258211120142e-10	 -4.716861846847e+00	  1.220004999996e-04	  3.386494140861e-05	
  1.227217038126e-04	  1.227217041830e-04	  2.875095552109e-12	  5.490997401178e-12	  9.909703054936e+00	  1.258211119510e-10	 -4.894943937779e+00	  0.000000000000e+00	  3.386494142476e-05	
  1.227217038126e-04	  1.227217041830e-04	  2.875095552109e-12	  5.490997401178e-12	  9.909703054936e+00	  1.258211119510e-10	 -4.868717348372e+00	  1.220005000004e-04	  3.386494142475e-05	
