0.00E+00	1.00E+00
1.31E-07	9.90E-01
1.32E-06	9.80E-01
5.97E-06	9.70E-01
1.82E-05	9.60E-01
4.38E-05	9.51E-01
9.06E-05	9.41E-01
1.68E-04	9.31E-01
2.88E-04	9.21E-01
4.63E-04	9.11E-01
7.10E-04	9.01E-01
1.05E-03	8.91E-01
1.49E-03	8.81E-01
2.07E-03	8.71E-01
2.81E-03	8.61E-01
3.73E-03	8.52E-01
4.86E-03	8.42E-01
6.24E-03	8.32E-01
7.90E-03	8.22E-01
9.87E-03	8.12E-01
1.22E-02	8.02E-01
1.49E-02	7.92E-01
1.81E-02	7.82E-01
2.17E-02	7.72E-01
2.59E-02	7.62E-01
3.06E-02	7.53E-01
3.60E-02	7.43E-01
4.20E-02	7.33E-01
4.87E-02	7.23E-01
5.61E-02	7.13E-01
6.43E-02	7.03E-01
7.33E-02	6.93E-01
8.31E-02	6.83E-01
9.38E-02	6.73E-01
1.05E-01	6.63E-01
1.18E-01	6.54E-01
1.31E-01	6.44E-01
1.45E-01	6.34E-01
1.60E-01	6.24E-01
1.75E-01	6.14E-01
1.91E-01	6.04E-01
2.08E-01	5.94E-01
2.26E-01	5.84E-01
2.44E-01	5.74E-01
2.62E-01	5.64E-01
2.81E-01	5.55E-01
3.00E-01	5.45E-01
3.19E-01	5.35E-01
3.39E-01	5.25E-01
3.58E-01	5.15E-01
3.78E-01	5.05E-01
3.97E-01	4.95E-01
4.16E-01	4.85E-01
4.35E-01	4.75E-01
4.54E-01	4.65E-01
4.72E-01	4.56E-01
4.90E-01	4.46E-01
5.07E-01	4.36E-01
5.24E-01	4.26E-01
5.41E-01	4.16E-01
5.57E-01	4.06E-01
5.72E-01	3.96E-01
5.87E-01	3.86E-01
6.02E-01	3.76E-01
6.16E-01	3.66E-01
6.29E-01	3.57E-01
6.42E-01	3.47E-01
6.54E-01	3.37E-01
6.66E-01	3.27E-01
6.77E-01	3.17E-01
6.88E-01	3.07E-01
6.98E-01	2.97E-01
7.07E-01	2.87E-01
7.17E-01	2.77E-01
7.25E-01	2.67E-01
7.33E-01	2.58E-01
7.41E-01	2.48E-01
7.48E-01	2.38E-01
7.55E-01	2.28E-01
7.61E-01	2.18E-01
7.67E-01	2.08E-01
7.72E-01	1.98E-01
7.77E-01	1.88E-01
7.82E-01	1.78E-01
7.86E-01	1.68E-01
7.90E-01	1.59E-01
7.93E-01	1.49E-01
7.96E-01	1.39E-01
7.99E-01	1.29E-01
8.01E-01	1.19E-01
8.03E-01	1.09E-01
8.05E-01	9.91E-02
8.07E-01	8.92E-02
8.08E-01	7.93E-02
8.09E-01	6.94E-02
8.10E-01	5.95E-02
8.10E-01	4.96E-02
8.11E-01	3.97E-02
8.11E-01	2.98E-02
8.11E-01	1.99E-02
8.11E-01	1.00E-02
